train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,model_idx
0.99662364,0.48417518,0.01704842,0.37471277,0.029412078,0.99662364,0.48417518,0.01704842,0.37471277,0.029412078,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,0
0.9971488,0.4449314,0.015666597,0.34043816,0.027106714,0.9971488,0.4449314,0.015666597,0.34043816,0.027106714,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,1
0.9938315,0.65443707,0.023043558,0.51766634,0.04122677,0.9938315,0.65443707,0.023043558,0.51766634,0.04122677,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.1,2
