train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec
0.9971488,0.4449314,0.015666597,0.34043816,0.027106714,0.99093133,0.76475096,0.02574919,0.5970091,0.047028348,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01
