train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,method,exper,lake_id,iter_seed,ps,seed
0.9949643,0.5912994,0.020820402,0.45246774,0.03740731,0.9888172,0.84922653,0.028593486,0.68184125,0.054246712,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,44,16,100
0.9946118,0.61164474,0.021536786,0.4738902,0.037657205,0.98557633,0.9644659,0.032473598,0.75907797,0.059459332,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,66,16,100
0.9950644,0.585395,0.020612499,0.45437247,0.037336916,0.9878943,0.8835768,0.02975006,0.704635,0.05764165,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,11,18,100
0.9950938,0.5836457,0.020550905,0.45194063,0.034207635,0.98700976,0.9152879,0.030817773,0.7194807,0.056077633,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,18,100
0.9949822,0.59024966,0.020783437,0.45153365,0.035701346,0.9873071,0.90475166,0.030463018,0.7204183,0.055261992,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,33,18,100
0.99572027,0.54511446,0.01919417,0.42508563,0.034395725,0.989641,0.817349,0.027520169,0.6652534,0.053331353,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,44,18,100
0.9965499,0.48943302,0.017233556,0.37931025,0.031553645,0.9895749,0.8199533,0.027607854,0.6307922,0.0516073,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,66,18,100
0.9952282,0.5756004,0.020267619,0.44674093,0.0371472,0.99080116,0.77022094,0.025933364,0.6100941,0.04779629,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,11,20,100
0.9954001,0.5651377,0.019899214,0.4267813,0.03323176,0.98795503,0.88135654,0.029675303,0.6939881,0.054336924,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,22,20,100
0.9951125,0.5825344,0.020511772,0.4534798,0.03736517,0.99040353,0.7866927,0.026487969,0.6131001,0.051615458,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,33,20,100
0.9955759,0.5542312,0.019515183,0.4314732,0.035120532,0.9882807,0.86936057,0.0292714,0.6841764,0.05268168,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,44,20,100
0.9962724,0.50873893,0.017913342,0.3907755,0.02997843,0.99220455,0.70903903,0.023873368,0.5605929,0.044563126,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,66,20,100
0.9965066,0.49249902,0.017341513,0.38682404,0.032848597,0.9906349,0.777151,0.0261667,0.5977686,0.047131706,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,11,22,100
0.99602216,0.52553296,0.018504681,0.38772613,0.03217953,0.9868372,0.92134684,0.031021778,0.7152369,0.054192465,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,22,100
0.99582046,0.538693,0.018968062,0.41707844,0.032292884,0.9887878,0.85034364,0.028631099,0.68955475,0.05321774,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,33,22,100
0.99521977,0.5761049,0.020285383,0.43374446,0.03457031,0.9904055,0.7866112,0.026485225,0.60282207,0.049539622,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,44,22,100
0.9964608,0.49571556,0.017454771,0.38193503,0.031552777,0.98959994,0.81896806,0.02757468,0.6482007,0.052646264,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,66,22,100
0.9964534,0.49623135,0.017472934,0.37993595,0.030172575,0.9917181,0.73082507,0.024606904,0.56324565,0.045457654,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,11,24,100
0.9943636,0.6255738,0.022027247,0.4650549,0.03781027,0.98603135,0.9491308,0.031957265,0.7421022,0.05861904,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,24,100
0.9949475,0.59228444,0.020855084,0.46391508,0.037495002,0.9900805,0.79982483,0.02693013,0.6219017,0.050100606,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,33,24,100
0.99525905,0.57373357,0.020201884,0.4373677,0.03549795,0.9890695,0.8395934,0.028269138,0.6569356,0.053572696,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,44,24,100
0.99647367,0.49481207,0.01742296,0.3811521,0.030928515,0.99075407,0.7721896,0.02599965,0.61997604,0.05333624,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,66,24,100
0.99615496,0.51668704,0.018193204,0.37068748,0.031716194,0.9908805,0.76689315,0.025821317,0.60970443,0.050893925,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,11,26,100
0.9956926,0.5468702,0.01925599,0.41572213,0.034725484,0.98741776,0.90079963,0.030329954,0.70440656,0.058782917,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,26,100
0.9972653,0.43574733,0.015343215,0.33610442,0.026915397,0.9895525,0.8208328,0.027637467,0.6535354,0.053977687,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,33,26,100
0.99559456,0.5530617,0.019474003,0.41776103,0.03423667,0.9891781,0.83541167,0.028128339,0.64824915,0.05259472,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,44,26,100
0.99542654,0.56350964,0.019841887,0.44628528,0.03458214,0.9892795,0.8314895,0.02799628,0.6570494,0.0520055,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,66,26,100
0.99573743,0.54401904,0.0191556,0.4226941,0.034312617,0.9896035,0.818827,0.027569931,0.6563601,0.05688467,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,11,28,100
0.99584246,0.5372748,0.018918125,0.41245118,0.033128124,0.9908655,0.76752067,0.025842447,0.61575824,0.047717046,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,28,100
0.9949404,0.5927029,0.02086982,0.45100862,0.035792153,0.9849084,0.9865447,0.033216994,0.786077,0.058726177,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,33,28,100
0.9951079,0.5828103,0.020521488,0.44382432,0.0354484,0.9901724,0.7961098,0.026805043,0.6301623,0.048694525,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,44,28,100
0.9966205,0.4844002,0.017056344,0.36587107,0.03079366,0.99177307,0.7283971,0.024525153,0.5627358,0.04721246,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,66,28,100
0.996469,0.49513853,0.017434454,0.38399702,0.03092741,0.9895373,0.8214316,0.027657628,0.65781844,0.051473018,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,11,30,100
0.99704254,0.45314437,0.015955787,0.35172874,0.028105438,0.99211204,0.7132328,0.024014572,0.5685002,0.046929672,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,30,100
0.99705386,0.4522782,0.015925288,0.34354252,0.028086308,0.9890723,0.8394859,0.028265517,0.6326051,0.051292725,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,33,30,100
0.9971843,0.44215545,0.015568853,0.34258652,0.028002776,0.9891755,0.83551335,0.028131763,0.6575455,0.0539666,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,44,30,100
0.99641156,0.49914867,0.017575657,0.38041976,0.030776748,0.9890731,0.8394545,0.02826446,0.64804286,0.052615147,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,66,30,100
0.9969246,0.46209258,0.016270865,0.35636398,0.030295877,0.99063903,0.77697855,0.026160894,0.6037988,0.048105743,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,11,32,100
0.9958909,0.53413534,0.01880758,0.40563253,0.031523217,0.9859049,0.95341766,0.032101605,0.7329766,0.05258781,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,32,100
0.9965866,0.48682347,0.01714167,0.37188753,0.031241158,0.991338,0.74740905,0.025165288,0.58695084,0.048220824,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,33,32,100
0.9964035,0.4997107,0.017595446,0.37691194,0.030994369,0.99027085,0.7921111,0.026670408,0.62446177,0.05203052,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,44,32,100
0.9959444,0.5306499,0.018684855,0.402751,0.034733135,0.9899345,0.8056872,0.027127514,0.6185515,0.050510656,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,66,32,100
0.99704623,0.45286074,0.0159458,0.35237595,0.02917844,0.99167085,0.7329083,0.024677048,0.58130956,0.046369612,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,11,34,100
0.9969524,0.4599985,0.016197128,0.35243872,0.02818428,0.9881378,0.874645,0.029449325,0.6799838,0.052299682,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,22,34,100
0.99657923,0.4873504,0.017160224,0.36605644,0.03030868,0.9920855,0.71442986,0.024054877,0.56729645,0.045541905,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,33,34,100
0.996478,0.49450764,0.01741224,0.3841017,0.032531142,0.9904092,0.7864591,0.026480103,0.60401064,0.049113873,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,44,34,100
0.9957625,0.54241323,0.019099057,0.42561397,0.03378523,0.9918187,0.72637177,0.024456961,0.57752913,0.04577442,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,66,34,100
0.99655,0.48942298,0.017233202,0.3579912,0.030151797,0.9914244,0.7436711,0.02503943,0.5756788,0.049136244,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,11,36,100
0.99612,0.5190345,0.018275863,0.4067044,0.03160221,0.99067456,0.7755022,0.026111186,0.6148432,0.051742505,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,36,100
0.9945462,0.6153581,0.021667538,0.49345058,0.040999904,0.98644465,0.9349847,0.031480964,0.720897,0.057233997,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,33,36,100
0.9970256,0.45444283,0.016001508,0.34829235,0.029132148,0.9905316,0.7814251,0.02631061,0.6089367,0.05110203,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,44,36,100
0.9968136,0.47035626,0.01656184,0.34888777,0.029709714,0.9892876,0.8311751,0.027985692,0.6626246,0.05261074,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,66,36,100
0.99593806,0.53106123,0.018699339,0.40859687,0.032797854,0.98836076,0.8663864,0.029171258,0.67524827,0.05093104,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,11,38,100
0.9964894,0.49370563,0.017384,0.3765056,0.031153353,0.9878784,0.8841558,0.029769555,0.69568664,0.054451987,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,38,100
0.9962931,0.5073208,0.017863408,0.3821908,0.031063884,0.9874137,0.90094346,0.030334795,0.7071988,0.055166356,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,33,38,100
0.9968694,0.46622404,0.01641634,0.35958114,0.02929843,0.98958397,0.8195972,0.027595865,0.6404496,0.05007258,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,44,38,100
0.99662346,0.48418885,0.017048903,0.36959687,0.029485622,0.99049264,0.7830311,0.026364682,0.6088188,0.050296064,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,66,38,100
0.9971488,0.4449314,0.015666597,0.34043816,0.027106714,0.99093133,0.76475096,0.02574919,0.5970091,0.047028348,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,0,40,100
