train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,method,exper,lake_id,iter_seed,ps,seed
0.9896827,0.43648624,0.022615869,0.32164675,0.032214366,0.97984385,0.5622472,0.03224313,0.41406915,0.04130095,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,11,8,100
0.98563516,0.5150356,0.026685786,0.38186994,0.037067175,0.95665276,0.82452613,0.04728401,0.6106268,0.059285272,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,22,8,100
0.9870387,0.48922828,0.025348617,0.365802,0.036471564,0.9754878,0.62003225,0.035556924,0.47675115,0.04631,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,33,8,100
0.9858608,0.5109738,0.026475329,0.38370863,0.038913283,0.9587994,0.80385065,0.046098337,0.6037674,0.06444662,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,44,8,100
0.98747253,0.4809701,0.024920732,0.3499524,0.03590782,0.97646755,0.6075152,0.03483911,0.46534175,0.044439636,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,66,8,100
0.98944783,0.44142607,0.022871818,0.33159608,0.03441676,0.9798301,0.56243944,0.032254156,0.43733552,0.044270754,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,11,10,100
0.9894114,0.44218615,0.0229112,0.32312763,0.031532392,0.97029823,0.68251896,0.03914034,0.5310074,0.054129004,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,22,10,100
0.986744,0.49475837,0.02563515,0.368126,0.038928412,0.9569902,0.8213107,0.047099616,0.5956942,0.06692153,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,33,10,100
0.9919685,0.3851103,0.019953901,0.27121684,0.02652969,0.977158,0.5985362,0.03432419,0.45403114,0.045921504,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,44,10,100
0.98672795,0.49505702,0.025650624,0.35367513,0.03352507,0.9781058,0.5859875,0.033604562,0.45089522,0.044139907,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,66,10,100
0.9886046,0.45872352,0.023768058,0.3375467,0.03154465,0.9658937,0.7313763,0.041942157,0.57730603,0.057342645,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,11,12,100
0.98631406,0.50271785,0.026047558,0.35475063,0.035805985,0.97097063,0.67474896,0.038694754,0.5288896,0.05447169,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,22,12,100
0.990946,0.4088906,0.021186043,0.29997084,0.029516721,0.9761333,0.6118147,0.03508567,0.48036027,0.049757596,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,33,12,100
0.98936534,0.44314826,0.02296105,0.32188046,0.033294268,0.9768714,0.6022803,0.034538906,0.4632256,0.04996308,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,44,12,100
0.9889243,0.4522434,0.023432301,0.3404776,0.03565299,0.9719261,0.66355217,0.038052656,0.5141091,0.04978161,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,66,12,100
0.98688483,0.49212313,0.025498608,0.3687345,0.036746923,0.97570086,0.6173323,0.03540209,0.47943467,0.048923302,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,11,14,100
0.9871477,0.48716632,0.02524178,0.37056008,0.039050013,0.97002214,0.68568414,0.039321855,0.51224905,0.051471878,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,22,14,100
0.99167454,0.39209455,0.020315781,0.28539148,0.028975505,0.9735742,0.64378005,0.036918785,0.47749063,0.04830649,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,33,14,100
0.98881656,0.45443764,0.023545993,0.34316635,0.034165815,0.96823037,0.7058782,0.04047992,0.53038704,0.05199429,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,44,14,100
0.99020845,0.42521882,0.022032063,0.31518313,0.031877786,0.9757268,0.6170029,0.0353832,0.4711402,0.046945263,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,66,14,100
0.9896699,0.4367551,0.022629797,0.313941,0.030522274,0.97757953,0.59298784,0.03400601,0.43854314,0.042013664,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,11,16,100
0.99169105,0.39170516,0.020295605,0.28394488,0.028280118,0.97900546,0.57382154,0.032906882,0.43459398,0.044159237,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,22,16,100
0.9902598,0.42410186,0.021974191,0.30813143,0.031388167,0.9778634,0.5892224,0.03379007,0.44349143,0.04314254,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,33,16,100
0.98910975,0.44844118,0.023235295,0.33199343,0.033870496,0.9704793,0.6804356,0.039020866,0.5321368,0.057203554,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,44,16,100
0.98859954,0.4588253,0.023773331,0.34375277,0.03557408,0.97319883,0.6483363,0.03718007,0.51807123,0.053982344,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,66,16,100
0.9877454,0.47570357,0.024647854,0.35066321,0.03523132,0.9666707,0.7229975,0.041461658,0.59231806,0.05929816,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,11,18,100
0.98819953,0.46680534,0.024186807,0.35456952,0.03540859,0.9697821,0.6884235,0.03947895,0.49208105,0.046730626,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,22,18,100
0.9904572,0.41978273,0.021750402,0.30370608,0.031652763,0.9782502,0.5840514,0.03349353,0.4477627,0.04391282,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,33,18,100
0.9910241,0.40712392,0.021094505,0.29957044,0.029958665,0.97887677,0.5755773,0.03300757,0.44270146,0.042823948,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,44,18,100
0.99153155,0.395447,0.020489482,0.28454447,0.027824288,0.9658414,0.731937,0.041974314,0.57564,0.06006759,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,66,18,100
0.9905391,0.41797775,0.021656878,0.2957478,0.02872647,0.9789164,0.5750375,0.032976612,0.42587164,0.044938587,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,11,20,100
0.9891526,0.44755778,0.023189522,0.32049093,0.033436485,0.9710337,0.6740158,0.038652714,0.5182341,0.050862193,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,22,20,100
0.9900698,0.42821872,0.0221875,0.30122426,0.031895112,0.97625804,0.6102138,0.034993865,0.45460045,0.04447894,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,33,20,100
0.9909321,0.4092036,0.021202259,0.29268032,0.030007508,0.9809649,0.5463883,0.031333674,0.42085645,0.04403069,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,44,20,100
0.9896556,0.4370579,0.022645488,0.32729876,0.033502243,0.9731365,0.64908993,0.03722329,0.48485395,0.046095204,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,66,20,100
0.99260676,0.36949185,0.019144656,0.26356867,0.026719706,0.9729739,0.651052,0.03733581,0.5121084,0.052872438,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,11,22,100
0.9897616,0.43481338,0.022529192,0.3023402,0.029719569,0.9713081,0.6708156,0.038469188,0.49381426,0.051569454,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,22,22,100
0.99001443,0.4294104,0.022249244,0.31061146,0.030721476,0.97541755,0.62092096,0.035607886,0.47481936,0.045880865,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,33,22,100
0.98944134,0.44156107,0.022878813,0.31727225,0.031692807,0.97532934,0.6220342,0.03567173,0.4880428,0.050123274,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,44,22,100
0.9919227,0.38620713,0.020010734,0.28172186,0.028496556,0.98030746,0.55574393,0.031870186,0.40882865,0.03966186,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,66,22,100
0.9903114,0.4229783,0.021915976,0.31279102,0.032387204,0.97138065,0.6699669,0.038420517,0.52303207,0.05468331,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,11,24,100
0.9894918,0.44050452,0.02282407,0.3204056,0.033031225,0.97344667,0.64533186,0.037007775,0.5094925,0.05424316,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,22,24,100
0.98918533,0.44688264,0.023154542,0.32951227,0.03490185,0.97579604,0.6161222,0.03533269,0.47581625,0.04707601,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,33,24,100
0.9907829,0.41255614,0.021375967,0.30159214,0.03018234,0.97493154,0.6270289,0.03595816,0.46743917,0.04763061,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,44,24,100
0.99149853,0.39621714,0.020529386,0.28172046,0.027314285,0.97676104,0.6037153,0.034621198,0.45117044,0.044043504,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,66,24,100
0.99053013,0.41817573,0.021667138,0.2952354,0.029491266,0.9805839,0.55182874,0.031645663,0.42496586,0.042434864,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,11,26,100
0.9907601,0.4130674,0.021402458,0.29927275,0.030022953,0.9798386,0.5623208,0.032247353,0.4393904,0.04522929,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,22,26,100
0.99122614,0.40251505,0.020855702,0.29367748,0.029788459,0.97767407,0.5917363,0.03393424,0.4640438,0.045803472,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,33,26,100
0.9893782,0.4428795,0.022947125,0.30739117,0.03193389,0.9822162,0.5281239,0.030286266,0.40428886,0.03987332,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,44,26,100
0.9916113,0.39358145,0.020392822,0.29318044,0.030927096,0.9798145,0.5626564,0.032266594,0.45158195,0.047047965,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,66,26,100
0.9926892,0.3674253,0.01903758,0.25396857,0.02558334,0.97886145,0.575786,0.03301954,0.44006467,0.043596707,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,11,28,100
0.9884556,0.46171397,0.023923004,0.33221102,0.033076555,0.9803205,0.5555593,0.0318596,0.43972203,0.04312727,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,22,28,100
0.9882019,0.46675885,0.024184396,0.34494132,0.03871766,0.9717353,0.66580313,0.03818174,0.51730907,0.050411824,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,33,28,100
0.99094516,0.40891,0.021187048,0.2999193,0.030618105,0.97755986,0.5932478,0.034020916,0.46206397,0.046427485,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,44,28,100
0.9921771,0.3800756,0.019693037,0.27983072,0.029297845,0.97426206,0.6353466,0.036435153,0.46862382,0.04560399,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,66,28,100
0.99133235,0.40007162,0.0207291,0.29343763,0.029497314,0.9738964,0.63984364,0.036693044,0.5100734,0.052883998,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,11,30,100
0.9908676,0.41065657,0.021277543,0.28459808,0.027323276,0.9769006,0.60189956,0.03451707,0.47032157,0.04841121,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,22,30,100
0.99118966,0.40335032,0.020898981,0.29681557,0.029411608,0.96381336,0.75335145,0.043202363,0.561123,0.05258078,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,33,30,100
0.99110925,0.40518734,0.020994164,0.29557046,0.029441575,0.9796522,0.5649137,0.032396045,0.42710006,0.04019509,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,44,30,100
0.9925369,0.3712334,0.019234892,0.25913697,0.0261111,0.97947884,0.5673159,0.032533802,0.42173123,0.042399023,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,66,30,100
0.9920709,0.382647,0.01982627,0.27159402,0.02650024,0.9808915,0.5474403,0.031394,0.40762323,0.0406061,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,11,32,100
0.9927048,0.3670334,0.019017275,0.25800312,0.02520319,0.9787308,0.57756305,0.033121444,0.435078,0.04445201,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,22,32,100
0.98758054,0.47889242,0.02481308,0.3351278,0.0322169,0.97113925,0.6727865,0.038582213,0.51368976,0.049776368,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,33,32,100
0.9914648,0.3970026,0.020570084,0.28838408,0.0295518,0.9776789,0.59167284,0.0339306,0.4392176,0.04263251,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,44,32,100
0.98943025,0.44179308,0.022890834,0.31781602,0.030718122,0.97129256,0.6709976,0.03847963,0.5109655,0.05001222,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,66,32,100
0.9918078,0.38894284,0.02015248,0.2720454,0.026310025,0.9741276,0.6370037,0.036530185,0.47439578,0.0500013,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,11,34,100
0.9943603,0.32271117,0.016720787,0.22164533,0.02145595,0.97967345,0.56461895,0.032379143,0.4266394,0.04028015,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,22,34,100
0.99295557,0.36066934,0.018687531,0.2542499,0.02455263,0.97844476,0.58143365,0.033343412,0.433849,0.042665526,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,33,34,100
0.9938321,0.337485,0.017486269,0.23850097,0.024121681,0.9825216,0.5235697,0.030025095,0.39398313,0.03919067,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,44,34,100
0.9942093,0.3270034,0.016943181,0.23113443,0.02267542,0.98271763,0.52062535,0.029856246,0.38635647,0.03738092,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,66,34,100
0.99082726,0.41156313,0.021324515,0.31151715,0.03281638,0.9632071,0.7596361,0.04356277,0.6165721,0.06526697,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,11,36,100
0.990346,0.4222212,0.021876747,0.3162979,0.03239822,0.977813,0.58989275,0.033828516,0.4578949,0.04437886,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,22,36,100
0.99152404,0.39562294,0.020498598,0.29179585,0.030320339,0.9790628,0.5730371,0.032861896,0.45657036,0.045882102,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,33,36,100
0.99134934,0.39967933,0.020708775,0.2891155,0.028929142,0.9808066,0.54865575,0.0314637,0.40338743,0.03762762,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,44,36,100
0.99227256,0.37774995,0.019572537,0.28002343,0.02931404,0.9654894,0.7356987,0.042190034,0.5510829,0.052857243,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,66,36,100
0.99073017,0.41373602,0.0214371,0.29688698,0.029698502,0.97542816,0.62078655,0.035600178,0.48096788,0.04994077,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,11,38,100
0.9932124,0.35403374,0.018343717,0.25422522,0.02595379,0.97566074,0.61784214,0.035431325,0.48594773,0.049012978,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,22,38,100
0.990147,0.42655092,0.022101086,0.31531346,0.03196327,0.9711689,0.6724416,0.038562436,0.5177114,0.050260507,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Feeagh,33,38,100
0.9910261,0.40707725,0.021092087,0.28794098,0.028845195,0.9732515,0.6476989,0.037143517,0.52096397,0.053518645,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,44,38,100
0.991658,0.39248443,0.020335982,0.2783994,0.027816785,0.97712964,0.598908,0.03434551,0.45279908,0.046129327,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,66,38,100
0.991977,0.3849072,0.019943379,0.27691773,0.027257044,0.98009247,0.55876935,0.032043684,0.411768,0.03785341,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Feeagh,0,40,100
0.99314636,0.68982494,0.02428961,0.53096586,0.0422204,0.9807636,1.1138089,0.03750198,0.88039136,0.07142643,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,11,2,100
0.992978,0.69824594,0.024586124,0.53613394,0.041918054,0.97609013,1.241759,0.041810066,0.96682435,0.073743924,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,22,2,100
0.9933221,0.68092585,0.02397626,0.51914746,0.04164502,0.98285633,1.0514789,0.035403326,0.8316609,0.06596785,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,33,2,100
0.9917867,0.75515586,0.026589993,0.5725388,0.044004716,0.97579056,1.2495141,0.042071182,0.96590406,0.07389067,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,44,2,100
0.9927158,0.7111653,0.02504103,0.54981077,0.043536864,0.98471785,0.9927532,0.03342603,0.7867029,0.06151329,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,66,2,100
0.9933215,0.6809555,0.023977306,0.53218496,0.043155845,0.9862989,0.9399963,0.031649705,0.728858,0.058753956,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,11,4,100
0.99249434,0.7218929,0.025418762,0.5533686,0.04524344,0.98352224,1.0308567,0.03470898,0.82544774,0.064483054,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,4,100
0.9939532,0.64794755,0.022815052,0.5083948,0.04050027,0.9873888,0.90183496,0.030364813,0.71239597,0.058134038,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,33,4,100
0.99329686,0.6822101,0.02402148,0.5201977,0.03958779,0.984371,1.003956,0.03380323,0.79313767,0.06080169,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,44,4,100
0.9931305,0.6906226,0.024317697,0.53663766,0.042776637,0.9836585,1.0265858,0.034565177,0.80374444,0.0622413,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,66,4,100
0.9926164,0.71599865,0.025211219,0.5408675,0.04106416,0.9830623,1.0451424,0.03518998,0.8352792,0.06222444,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,11,6,100
0.9926691,0.7134374,0.025121033,0.5464506,0.047843877,0.97927696,1.1560484,0.038924187,0.91026175,0.07561804,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,22,6,100
0.9946398,0.61005336,0.02148075,0.4706305,0.038399506,0.99067086,0.77565616,0.02611637,0.6142669,0.0496283,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,33,6,100
0.9937366,0.6594504,0.023220083,0.5056432,0.039009362,0.9833813,1.0352561,0.03485711,0.820362,0.061475337,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,44,6,100
0.994137,0.63802487,0.022465663,0.49699,0.040288553,0.9877218,0.889849,0.029961245,0.7002212,0.054789633,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,66,6,100
0.9942577,0.6314257,0.022233298,0.49013284,0.038631048,0.9876242,0.8933778,0.03008006,0.7196041,0.055564757,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,11,8,100
0.99383163,0.6544289,0.02304327,0.4942084,0.038411397,0.98857456,0.85839045,0.028902035,0.673141,0.05137619,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,8,100
0.99399894,0.6454948,0.022728689,0.5026754,0.038744707,0.98995876,0.8047159,0.02709481,0.62408596,0.048750706,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,33,8,100
0.9945744,0.6137628,0.021611365,0.47707665,0.03848889,0.98775065,0.88880247,0.029926008,0.69947636,0.05711271,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,44,8,100
0.9949463,0.59235495,0.020857567,0.45894504,0.037136506,0.9876441,0.89266187,0.030055955,0.6726876,0.057270203,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,66,8,100
0.99272317,0.7108026,0.02502826,0.5569216,0.046453077,0.97676975,1.2239851,0.041211616,0.9608602,0.07313245,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,11,10,100
0.99374956,0.6587688,0.023196083,0.50438905,0.038503382,0.98229545,1.0685419,0.03597784,0.83591014,0.0588891,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,22,10,100
0.9948982,0.5951698,0.020956682,0.45159224,0.036221087,0.9882512,0.8704545,0.029308232,0.66131496,0.053089846,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,33,10,100
0.99569595,0.54665834,0.019248532,0.4086692,0.032439943,0.9863833,0.9370968,0.03155208,0.7266794,0.05392825,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,44,10,100
0.9944485,0.6208471,0.021860812,0.48688614,0.037850082,0.9869698,0.9166923,0.03086506,0.7237756,0.054836996,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,66,10,100
0.9948305,0.5991038,0.021095203,0.46135557,0.037939847,0.98868924,0.8540736,0.028756686,0.6651662,0.05482514,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,11,12,100
0.9951417,0.5807919,0.020450417,0.44659746,0.036262635,0.9908049,0.77006346,0.025928061,0.61860865,0.04844577,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,12,100
0.9946548,0.6092032,0.021450816,0.4683513,0.03766393,0.98817104,0.87341845,0.029408028,0.69335485,0.054419782,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,33,12,100
0.99399704,0.6455953,0.022732228,0.5014936,0.040354595,0.98774517,0.88900167,0.029932715,0.6952471,0.054244276,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,44,12,100
0.9952171,0.5762697,0.020291185,0.44643864,0.037561998,0.9899292,0.8059004,0.027134692,0.62775654,0.04907899,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,66,12,100
0.9941677,0.63635373,0.02240682,0.48188108,0.03820516,0.9889611,0.8437451,0.028408926,0.6628868,0.05288072,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,11,14,100
0.9959085,0.53298897,0.018767215,0.40500024,0.03292883,0.99039054,0.7872244,0.026505873,0.608536,0.046855338,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,22,14,100
0.99535894,0.5676595,0.01998801,0.43285066,0.035040177,0.98972076,0.8141966,0.027414026,0.6372592,0.051015902,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,33,14,100
0.9956329,0.5506496,0.019389069,0.41937813,0.03480106,0.98884815,0.8480519,0.028553935,0.6667592,0.056528423,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,44,14,100
0.99413764,0.63799036,0.022464449,0.47701,0.038133055,0.98531085,0.9733016,0.032771096,0.76149446,0.058169186,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper1,Kasumigaura,66,14,100
0.9950225,0.58787596,0.020699857,0.45619038,0.03603675,0.98799616,0.8798511,0.029624615,0.70193595,0.053965736,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,11,16,100
0.9959106,0.5328564,0.01876255,0.4080892,0.033307515,0.99004906,0.8010903,0.026972737,0.61948425,0.049194884,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,22,16,100
0.9937912,0.65656936,0.023118638,0.49398243,0.037914146,0.9815566,1.0906099,0.036720872,0.83706766,0.060388822,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper1,Kasumigaura,33,16,100
