train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,model_idx
0.9454,1.0041142,0.05202664,0.6956377,0.07631205,0.9454,1.0041142,0.05202664,0.6956377,0.07631205,200.0,128.0,0.0005,48.0,2.0,32.0,12.0,0.0,0
0.9623227,0.83411634,0.043218464,0.6308027,0.06765683,0.9623227,0.83411634,0.043218464,0.6308027,0.06765683,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.0,1
0.7515244,2.142045,0.11098679,1.7001728,0.19133446,0.7515244,2.142045,0.11098679,1.7001728,0.19133446,200.0,128.0,0.05,48.0,2.0,32.0,12.0,0.0,2
