"LakeID","LakeTR","train_rmse","test_rmse","Source"
824,"Warm",0.7537161,0.93213415,"C"
825,"Cool",0.6433922,1.2071493,"C"
827,"Cool",0.8108875,1.0197716,"C"
829,"Hot",0.7915816,1.07225,"C"
840,"Temperate",0.810271,1.0565159,"C"
849,"Cool",0.9336293,1.2441769,"C"
881,"Warm",0.6978388,0.86353433,"C"
883,"Warm",0.74846035,0.98415476,"C"
893,"Temperate",0.6889634,0.99941206,"C"
894,"Temperate",0.78444517,1.0034754,"C"
904,"Cool",0.7592996,1.1029315,"C"
905,"Temperate",0.6680331,0.9778824,"C"
907,"Temperate",0.7831127,1.0431914,"C"
908,"Cool",0.67743963,1.1780165,"C"
910,"Cool",0.70912343,1.3497615,"C"
913,"Cool",0.46487188,0.63025427,"C"
920,"Cool",0.7407622,0.95945555,"C"
924,"Frigid",0.8159851,1.1001695,"C"
929,"Hot",0.7939277,1.0218909,"C"
931,"Warm",0.69124645,1.024163,"C"
936,"Cool",0.7612402,1.112381,"C"
945,"Warm",0.8430191,1.0450585,"C"
949,"Cool",0.74966496,1.0290323,"C"
976,"Cool",0.7230201,1.3634845,"C"
977,"Cool",0.699446,0.99403054,"C"
982,"Cool",0.7630985,1.235595,"C"
1003,"Cool",0.8577142,1.1110651,"C"
1009,"Cool",0.63718474,1.2057278,"C"
1011,"Cool",0.8374883,1.2384845,"C"
1019,"Cool",0.8500351,1.3818798,"C"
1026,"Temperate",0.76538396,0.8772394,"C"
1028,"Cool",0.69135964,0.93105984,"C"
1050,"Cool",1.0622406,1.3383632,"C"
1053,"Cool",0.802911,1.246703,"C"
1057,"Warm",0.628686,0.9423596,"C"
1061,"Cool",0.6392412,1.3871342,"C"
1062,"Cool",0.71049464,1.1216552,"C"
1066,"Cool",0.6374106,0.7458367,"C"
1071,"Temperate",0.6635372,1.1026204,"C"
1075,"Temperate",0.69349706,1.0036385,"C"
1083,"Temperate",1.0592598,1.3920134,"C"
1107,"Hot",0.63230944,1.2787695,"C"
1110,"Warm",0.6505888,0.84600544,"C"
1116,"Temperate",0.64263403,0.96533483,"C"
1128,"Warm",0.7526777,1.0409932,"C"
1130,"Cool",0.67183095,1.012675,"C"
1145,"Warm",0.84240323,1.0535004,"C"
1154,"Temperate",0.96315306,1.2654954,"C"
1169,"Temperate",0.7648197,1.0723819,"C"
1170,"Warm",0.6466223,0.91976625,"C"
1174,"Temperate",0.7888433,0.9555909,"C"
1184,"Cool",0.77205336,1.1133393,"C"
1188,"Hot",0.65365815,0.8977798,"C"
1192,"Cool",0.74276584,1.0303985,"C"
1193,"Temperate",0.8522408,1.142679,"C"
1195,"Temperate",0.5061719,0.73131996,"C"
1196,"Hot",0.6140297,0.77409947,"C"
1199,"Temperate",0.7714773,0.98354584,"C"
1201,"Cool",0.7366434,0.92598957,"C"
1203,"Temperate",0.8536062,1.14234,"C"
1204,"Warm",0.62096506,0.84985626,"C"
1219,"Hot",0.5490079,0.89168406,"C"
1221,"Cool",0.6818933,1.1575829,"C"
1236,"Warm",0.809997,0.9808958,"C"
1237,"Cool",0.75250626,1.0843925,"C"
1240,"Cool",0.580413,0.8570961,"C"
1246,"Cool",0.6835732,1.0220584,"C"
1249,"Cool",0.7112654,1.1313018,"C"
1259,"Temperate",0.53771603,0.72598135,"C"
1270,"Hot",0.7180558,1.273521,"C"
1283,"Frigid",0.5741494,0.72202957,"C"
1286,"Cool",0.81440616,1.8033916,"C"
1294,"Cool",0.86505044,1.1439711,"C"
1319,"Cool",0.7794688,1.114928,"C"
1321,"Hot",0.8334557,0.9745216,"C"
1336,"Cool",0.6082083,0.8345021,"C"
1344,"Warm",0.77346474,1.0158513,"C"
1358,"Hot",0.6679242,1.1468254,"C"
1359,"Temperate",0.6732981,0.98012346,"C"
1360,"Temperate",0.7333055,1.06408,"C"
1368,"Hot",0.76293814,0.94196,"C"
1370,"Cool",0.7163694,1.026138,"C"
1375,"Cool",0.68214166,0.9623548,"C"
1424,"Cool",0.88681644,1.3728209,"C"
1425,"Cool",0.6167338,1.1390959,"C"
1432,"Cool",0.6051465,0.8149402,"C"
1434,"Hot",0.62553966,0.74981666,"C"
1467,"Hot",0.7766853,1.1099797,"C"
1489,"Cool",0.66013837,1.136097,"C"
1493,"Hot",0.8294698,1.1136389,"C"
1498,"Temperate",0.5804118,0.8663714,"C"
1505,"Temperate",0.6499253,0.9346572,"C"
1516,"Cool",0.88196343,1.4379462,"C"
1524,"Cool",0.8378413,1.1956702,"C"
1526,"Temperate",0.5550426,1.047678,"C"
1529,"Warm",0.71118724,0.8407642,"C"
1547,"Cool",0.7165175,0.96532744,"C"
1567,"Hot",0.70055956,1.1325041,"C"
1573,"Frigid",0.89639294,1.6003011,"C"
1576,"Frigid",0.7754641,1.1289223,"C"
1582,"Temperate",0.8211924,1.1968247,"C"
1594,"Cool",0.73689866,1.0471947,"C"
1596,"Warm",0.60604554,0.76541513,"C"
1613,"Frigid",0.78963286,1.2553077,"C"
1616,"Hot",0.5992388,0.7526659,"C"
1618,"Temperate",0.6754425,0.99754095,"C"
1623,"Cool",0.70475423,1.0812924,"C"
1632,"Cool",0.65178776,0.98996747,"C"
1640,"Cool",0.6795896,1.1739037,"C"
1649,"Temperate",0.6041572,0.7988243,"C"
1652,"Cool",0.51605093,0.9356791,"C"
1658,"Warm",0.68499684,1.0947409,"C"
1659,"Hot",0.8386981,0.8662082,"C"
1676,"Cool",0.7179761,1.0127677,"C"
1679,"Cool",0.74852973,0.9460048,"C"
1703,"Cool",0.65454596,1.0104966,"C"
1706,"Cool",0.7434178,1.1106904,"C"
1714,"Temperate",0.7635512,0.97381973,"C"
1730,"Cool",0.71015275,0.90875417,"C"
1735,"Temperate",0.79380286,1.1445961,"C"
1740,"Hot",0.7638275,0.97233826,"C"
1745,"Cool",0.7912014,1.0508618,"C"
1756,"Temperate",0.6122604,1.0439848,"C"
1787,"Cool",0.8149034,1.3494456,"C"
1790,"Frigid",0.8155048,1.2186998,"C"
1815,"Cool",0.7966993,1.2541463,"C"
1818,"Temperate",0.5976681,1.0435635,"C"
1827,"Frigid",0.66503435,0.9406757,"C"
1831,"Cool",0.7549655,1.0445907,"C"
1832,"Cool",0.75703084,1.0463043,"C"
1840,"Temperate",0.70113796,0.9230317,"C"
1853,"Hot",0.9975863,1.1428062,"C"
1887,"Cool",1.0396739,1.4538163,"C"
1891,"Frigid",0.7669862,1.2365303,"C"
1893,"Cool",0.6188335,0.8993257,"C"
1908,"Cool",0.77464396,1.0814866,"C"
1910,"Cool",0.7241725,1.056334,"C"
1913,"Warm",0.59139353,0.8141269,"C"
1945,"Cool",0.7288987,1.1275691,"C"
1958,"Cool",0.6911009,1.1057606,"C"
1970,"Frigid",0.67076486,0.97995913,"C"
1971,"Cool",0.5577409,0.7745637,"C"
1984,"Cool",0.6088094,0.9949759,"C"
1997,"Cool",0.7475806,1.3693427,"C"
2021,"Cool",0.57465154,1.0203574,"C"
2027,"Cool",0.760997,1.0711685,"C"
2032,"Warm",0.84151274,1.1005197,"C"
2054,"Cool",0.56901133,1.1846036,"C"
2064,"Cool",0.8010527,1.132673,"C"
2097,"Cool",0.7617612,1.0620351,"C"
2116,"Cool",0.52347606,0.75087494,"C"
2117,"Cool",0.7533639,1.2926447,"C"
2124,"Hot",0.6782163,0.806491,"C"
2129,"Temperate",0.8195815,1.0141677,"C"
2162,"Cool",0.7036618,1.0666169,"C"
2168,"Hot",0.7744965,1.1047895,"C"
2179,"Cool",0.6660161,1.002977,"C"
2186,"Frigid",0.6039262,0.9546541,"C"
2192,"Cool",0.78655595,1.0688128,"C"
2199,"Frigid",0.76323915,1.211061,"C"
2202,"Frigid",0.67516565,0.9265671,"C"
2203,"Frigid",0.49684793,0.91125613,"C"
2228,"Temperate",0.62459904,0.849452,"C"
2253,"Temperate",0.9297498,1.1071783,"C"
2262,"Cool",0.67820346,1.2901121,"C"
2270,"Cool",0.72255284,0.9927514,"C"
2271,"Hot",0.6361889,0.80939317,"C"
2304,"Frigid",0.66472244,1.2670707,"C"
2305,"Frigid",0.70607525,1.1977817,"C"
2317,"Temperate",0.6679476,0.9383644,"C"
2323,"Cool",0.7234087,1.0545381,"C"
2326,"Cool",0.8871292,1.1003062,"C"
2330,"Cool",0.74862283,1.1035374,"C"
2336,"Cool",0.77360654,1.2341026,"C"
2345,"Temperate",0.63754094,0.9497275,"C"
2351,"Cool",0.9282061,1.4977947,"C"
2358,"Cool",0.66000855,0.9267562,"C"
2364,"Warm",0.8246436,1.039069,"C"
2367,"Cool",0.78521776,1.0480629,"C"
2368,"Cool",0.7168888,1.0690964,"C"
2395,"Hot",0.89883155,1.112942,"C"
2415,"Frigid",0.6668333,1.0525291,"C"
2418,"Cool",0.7662303,1.1481134,"C"
2420,"Cool",0.6942507,1.0575676,"C"
2425,"Cool",0.6293707,0.9472778,"C"
2436,"Cool",0.69733495,0.98884517,"C"
2447,"Cool",0.8021036,1.2833338,"C"
2473,"Cool",0.7119406,1.0672348,"C"
2477,"Cool",0.7340686,1.1243211,"C"
2497,"Cool",0.8031647,1.414042,"C"
2511,"Frigid",0.7972016,1.0386568,"C"
2516,"Temperate",0.4812347,0.97516185,"C"
2517,"Temperate",0.60673296,1.182403,"C"
2518,"Temperate",0.61425114,0.886403,"C"
2559,"Hot",0.9223772,1.0349035,"C"
2569,"Cool",0.85961795,0.9313689,"C"
2594,"Cool",0.7210195,1.1183982,"C"
2595,"Cool",0.6883441,1.1287267,"C"
2613,"Frigid",0.6899394,0.99411917,"C"
2616,"Hot",0.6952249,1.1517742,"C"
2627,"Cool",0.7328742,1.0874141,"C"
2655,"Cool",0.827061,1.3121855,"C"
2663,"Cool",0.8261175,1.2441713,"C"
2682,"Cool",0.9239388,1.0914751,"C"
2696,"Cool",0.7929627,1.2164853,"C"
2709,"Cool",0.718778,1.090494,"C"
2731,"Cool",0.68820304,1.422904,"C"
2750,"Frigid",0.86183524,1.4756956,"C"
2798,"Cool",0.7134174,1.1801594,"C"
2799,"Warm",0.79038334,0.9396606,"C"
2803,"Temperate",0.89442766,1.1062896,"C"
2812,"Warm",0.7260365,1.0882034,"C"
2819,"Cool",0.7148086,1.1271964,"C"
2881,"Cool",1.0458344,1.392431,"C"
2898,"Warm",0.76010793,1.2085638,"C"
2926,"Cool",0.64202994,1.2324661,"C"
2927,"Warm",0.7299985,0.91815305,"C"
2940,"Cool",0.8319331,1.4071369,"C"
2944,"Cool",0.6705225,1.1856257,"C"
2946,"Cool",0.71152455,0.9460539,"C"
2955,"Cool",0.71221626,1.0222095,"C"
2978,"Temperate",0.5611492,0.99503356,"C"
2985,"Cool",0.7471941,1.0645031,"C"
3097,"Cool",0.82209456,1.0741304,"C"
3109,"Warm",0.63122296,0.8713502,"C"
3133,"Frigid",0.7888743,1.5278553,"C"
3135,"Cool",0.7881643,1.1522533,"C"
3188,"Cool",0.74717814,0.94186133,"C"
3200,"Warm",0.82445884,1.2097747,"C"
3211,"Frigid",0.56401795,1.1672411,"C"
3219,"Frigid",0.6831005,1.0906703,"C"
3231,"Cool",0.64501536,1.2357582,"C"
3243,"Cool",0.749665,1.0695804,"C"
3281,"Cool",0.662003,1.1795036,"C"
3307,"Warm",0.63637435,0.7622131,"C"
3365,"Cool",0.68173355,1.1908398,"C"
3379,"Cool",0.6530854,0.9145937,"C"
3394,"Cool",0.76567006,0.9541418,"C"
3397,"Temperate",0.8210614,1.3449318,"C"
3446,"Frigid",0.6722729,1.8174071,"C"
3476,"Temperate",0.77307755,1.0873024,"C"
3478,"Warm",0.8094357,1.1487852,"C"
3500,"Cool",0.8743821,1.1583165,"C"
3570,"Cool",0.5910773,1.2680262,"C"
3587,"Cool",0.80907726,1.1424221,"C"
3614,"Hot",0.7015326,1.1087198,"C"
4292,"Temperate",0.92148465,1.119538,"C"
4503,"Temperate",0.62403435,1.0066774,"C"
5729,"Cool",0.64027965,1.0978011,"C"
6048,"Temperate",0.7674262,1.2679214,"C"
6785,"Cool",0.57022053,1.0637643,"C"
7739,"Temperate",0.73673713,1.1841483,"C"
8089,"Temperate",0.8222996,1.0990028,"C"
10161,"Temperate",0.65610194,1.0656184,"C"
100000003,"Warm",0.99499846,1.114392,"C"
200000001,"Hot",1.5009619,1.7064438,"C"
300000138,"Warm",0.94260556,1.0910048,"C"
300000140,"Warm",1.448284,1.5698496,"C"
300000223,"Frigid",0.9168886,1.8968203,"C"
300000250,"Frigid",0.8853368,1.5700333,"C"
300000274,"Frigid",0.8143636,1.5920247,"C"
300000311,"Frigid",0.8142476,1.8222708,"C"
300000328,"Frigid",0.90558743,1.5055327,"C"
300000337,"Frigid",0.88966334,1.5696619,"C"
300000347,"Frigid",0.77785075,1.4244884,"C"
300000349,"Frigid",1.1884633,1.642942,"C"
300000428,"Cool",1.0383309,1.5459385,"C"
300000437,"Cool",0.8253097,1.4365993,"C"
300000525,"Cool",0.79719883,1.2528242,"C"
300000566,"Cool",0.7941197,1.1785907,"C"
300000654,"Temperate",0.69567704,1.2512017,"C"
300000704,"Temperate",0.7822594,1.1757525,"C"
300000709,"Temperate",0.80999625,1.3473593,"C"
300000725,"Temperate",0.9344509,1.2264916,"C"
300000727,"Temperate",1.0344335,1.2217567,"C"
300000767,"Temperate",0.6408893,1.0560557,"C"
300000771,"Temperate",1.0550954,2.0286486,"C"
300000772,"Temperate",0.85469055,1.1246312,"C"
300000836,"Warm",0.8348611,1.1108742,"C"
300000946,"Hot",0.80412096,0.84326065,"C"
300000962,"Warm",1.0262508,1.1888524,"C"
300001007,"Frigid",0.5645455,1.2544479,"C"
300001024,"Frigid",0.9590427,1.6852276,"C"
300001038,"Frigid",1.1659056,1.4178886,"C"
300001048,"Frigid",0.9147523,1.5435748,"C"
300001053,"Frigid",0.65083575,0.94929975,"C"
300001063,"Frigid",0.8623418,1.7305611,"C"
300001098,"Cool",0.7543984,1.1147232,"C"
300001112,"Cool",0.89733535,1.3292104,"C"
300001118,"Cool",0.8845002,1.4693462,"C"
300001127,"Cool",0.78720146,1.3072429,"C"
300001141,"Cool",0.7547687,1.0495734,"C"
300001252,"Temperate",1.1988292,1.5388849,"C"
300001256,"Temperate",0.8756568,1.1549169,"C"
300001257,"Temperate",1.1257086,1.4117849,"C"
300001297,"Temperate",0.85958093,1.6164379,"C"
300001323,"Temperate",0.9501588,1.1730115,"C"
300001459,"Frigid",0.6669853,0.98930216,"C"
300001496,"Hot",0.91820383,1.1290742,"C"
300001497,"Hot",0.7021946,0.8263189,"C"
300001503,"Hot",0.8313791,0.9863057,"C"
300001509,"Hot",0.93426293,1.2839124,"C"
300001694,"Warm",0.8991602,1.0240375,"C"
300001695,"Warm",0.78236806,1.0840771,"C"
300001887,"Frigid",0.7839502,1.4264797,"C"
300001914,"Frigid",0.832919,1.676096,"C"
300001994,"Frigid",0.6499784,1.3911438,"C"
300002119,"Frigid",0.82456183,1.7601782,"C"
300002123,"Frigid",1.1190991,1.5099385,"C"
300002129,"Frigid",0.90713704,1.6457193,"C"
300002202,"Frigid",0.7777704,1.816195,"C"
300002332,"Frigid",0.78580326,1.6150533,"C"
300002545,"Frigid",0.82948554,1.3957298,"C"
300002559,"Frigid",0.8563481,1.779993,"C"
300002685,"Frigid",0.8923277,1.2285379,"C"
300002883,"Frigid",0.8908917,1.6857073,"C"
300002949,"Cool",0.9113041,1.6720983,"C"
300003024,"Frigid",0.82086354,1.8062983,"C"
300003035,"Frigid",0.7690725,1.5010602,"C"
300003237,"Frigid",0.768805,1.858539,"C"
300003273,"Frigid",0.8710113,1.7436675,"C"
300003350,"Cool",0.9080557,1.7211773,"C"
300003430,"Frigid",0.9552575,1.5877645,"C"
300003602,"Frigid",0.88888633,2.0667853,"C"
300003644,"Frigid",0.70551676,1.6945949,"C"
300003701,"Frigid",0.812776,1.5120502,"C"
300003732,"Frigid",0.7556169,2.157185,"C"
300003763,"Frigid",0.7484392,1.8016369,"C"
300003809,"Frigid",0.99442935,2.0483499,"C"
300003835,"Cool",0.909786,1.2164931,"C"
300003861,"Frigid",0.80394894,1.7014285,"C"
300003890,"Cool",0.98539644,1.4862211,"C"
300003949,"Cool",0.87972224,1.8302306,"C"
300004104,"Frigid",0.95443547,1.8648388,"C"
300004112,"Frigid",0.9509864,1.9291508,"C"
300004151,"Cool",0.94008774,1.9069299,"C"
300004337,"Frigid",0.8343198,1.8979384,"C"
300004437,"Cool",0.871179,1.6597722,"C"
300004530,"Cool",0.8482672,1.447909,"C"
300004657,"Cool",1.0160713,1.3182781,"C"
300004781,"Cool",0.83273894,1.5271872,"C"
300004787,"Cool",0.9286941,1.2718052,"C"
300004793,"Cool",0.7177939,1.5906467,"C"
300004882,"Cool",0.6745689,1.6106799,"C"
300004897,"Cool",0.723019,1.34131,"C"
300004974,"Cool",0.6432112,1.1957709,"C"
300004989,"Cool",0.78438413,1.564821,"C"
300005063,"Cool",0.8727184,1.4552897,"C"
300005336,"Cool",0.8875586,1.552153,"C"
300005345,"Cool",0.86829543,1.5394973,"C"
300005460,"Cool",0.7964024,1.3464624,"C"
300005648,"Cool",0.8757669,1.7120346,"C"
300005808,"Cool",0.91988623,1.6854135,"C"
300005829,"Cool",0.9099682,1.4472493,"C"
300005839,"Cool",1.0349611,1.8030298,"C"
300005860,"Cool",0.7559142,1.270143,"C"
300005889,"Cool",0.9840064,1.313587,"C"
300005999,"Cool",0.78235453,1.3597791,"C"
300006033,"Cool",0.8283719,1.2550048,"C"
300006162,"Cool",0.8768359,1.3896133,"C"
300006293,"Cool",0.80763847,1.0699086,"C"
300006356,"Cool",0.8058432,1.2147704,"C"
300006407,"Cool",0.72768855,1.4151715,"C"
300006409,"Cool",0.7439084,1.2959898,"C"
300006490,"Cool",1.079875,1.4687032,"C"
300006584,"Cool",0.7178234,1.1387495,"C"
300006797,"Cool",0.67082447,1.0812211,"C"
300006864,"Cool",0.80368143,1.4475371,"C"
300007084,"Cool",0.9620185,1.4049916,"C"
300007173,"Cool",0.82033926,1.4652529,"C"
300007237,"Cool",0.7557524,1.2096058,"C"
300007453,"Cool",0.9861906,1.2015688,"C"
300007706,"Cool",0.66650426,1.4724953,"C"
300007752,"Temperate",0.767232,1.302726,"C"
300007930,"Temperate",0.6430825,1.24802,"C"
300007960,"Cool",0.9821438,1.5725546,"C"
300008088,"Temperate",0.7970299,1.2262439,"C"
300008127,"Temperate",0.7740221,1.4165896,"C"
300008201,"Temperate",0.6900011,1.6671264,"C"
300008212,"Temperate",0.80119056,1.2749262,"C"
300008270,"Temperate",1.007288,1.4790473,"C"
300008341,"Temperate",0.69341123,1.145303,"C"
300008388,"Temperate",0.6566992,1.3502284,"C"
300008411,"Temperate",0.6931963,1.3047678,"C"
300008638,"Temperate",0.7348246,1.1282525,"C"
300008713,"Temperate",0.63539255,1.248515,"C"
300008770,"Temperate",0.7731901,1.5013903,"C"
300008783,"Temperate",0.7623953,1.3381233,"C"
300008819,"Temperate",0.7126904,0.9990027,"C"
300008848,"Temperate",0.68894523,1.4806036,"C"
300009100,"Temperate",0.87508947,1.3119498,"C"
300009124,"Temperate",0.5635843,1.004419,"C"
300009151,"Temperate",0.7006165,1.2249469,"C"
300009172,"Warm",0.757713,1.0985348,"C"
300009243,"Hot",0.8037688,0.9526317,"C"
300009360,"Hot",0.98857963,1.0391687,"C"
300009411,"Warm",1.0679938,1.3085624,"C"
300009430,"Warm",0.7644439,1.0839183,"C"
300009432,"Warm",0.89135695,1.1257174,"C"
300009443,"Warm",0.8779727,1.1194282,"C"
300009460,"Warm",0.91412467,1.1216252,"C"
300009523,"Hot",0.761969,1.1332092,"C"
300009692,"Hot",0.9895353,1.4423687,"C"
300009739,"Hot",1.0946769,1.1017395,"C"
300010266,"Hot",1.5078077,1.714228,"C"
300010271,"Hot",1.5253122,1.8607172,"C"
300010368,"Hot",1.2093945,1.2251462,"C"
300010436,"Warm",0.94275856,1.1390687,"C"
300010470,"Warm",0.8918572,1.2728329,"C"
300010567,"Warm",0.73469186,0.8778963,"C"
300010626,"Temperate",0.67683494,0.79892665,"C"
300010656,"Temperate",0.5810499,0.70749104,"C"
300010690,"Temperate",0.59318453,0.81659406,"C"
300010732,"Frigid",0.7021095,1.6233457,"C"
300010784,"Frigid",0.7595856,1.8949245,"C"
300010794,"Frigid",0.7190228,2.0451083,"C"
300010851,"Frigid",0.7860207,2.0180376,"C"
300010866,"Frigid",0.96627706,2.3039763,"C"
300010885,"Frigid",0.66570663,2.173433,"C"
300010974,"Frigid",1.0629731,2.1590595,"C"
300010987,"Frigid",0.9986019,1.8462335,"C"
300011120,"Frigid",0.79021984,1.728658,"C"
300011169,"Frigid",0.89676625,2.227842,"C"
300011237,"Frigid",0.93061835,1.6401165,"C"
300011445,"Frigid",0.7933854,1.4071176,"C"
300011663,"Frigid",0.7996408,1.1621766,"C"
300011666,"Cool",0.7209068,1.3138049,"C"
300011707,"Frigid",0.82482034,1.9905938,"C"
300011781,"Frigid",0.99547297,1.9270307,"C"
300011804,"Frigid",0.8167557,1.4950583,"C"
300011810,"Frigid",0.7305448,1.5583258,"C"
300011834,"Cool",0.75588065,1.381927,"C"
300011902,"Cool",0.9154299,1.5978823,"C"
300011916,"Cool",0.70637596,1.1409203,"C"
300011976,"Cool",0.72050977,1.2638743,"C"
300011991,"Cool",0.68871206,0.9496748,"C"
300012019,"Cool",0.7987684,1.1891221,"C"
300012021,"Cool",0.8259161,1.3592169,"C"
300012023,"Cool",0.8286209,1.3299181,"C"
300012060,"Cool",0.8753972,1.3353955,"C"
300012093,"Cool",0.82146305,1.2441778,"C"
300012120,"Cool",0.85898364,1.1953225,"C"
300012150,"Cool",0.8557285,1.2756319,"C"
300012163,"Cool",0.68254083,1.1444647,"C"
300012234,"Cool",0.76945466,1.1450245,"C"
300012266,"Cool",0.7180472,1.2750329,"C"
300012284,"Cool",0.72488594,1.4415402,"C"
300012287,"Frigid",0.85239154,1.687383,"C"
300012316,"Cool",0.64510477,1.1577107,"C"
300012336,"Cool",0.73604536,1.3107033,"C"
300012472,"Cool",0.88987106,1.6743969,"C"
300012482,"Cool",0.75958884,1.042573,"C"
300012491,"Cool",0.78874004,1.224257,"C"
300012614,"Cool",0.69417244,1.0750679,"C"
300012628,"Cool",0.6473858,1.0780979,"C"
300012654,"Cool",0.76687646,1.168678,"C"
300012879,"Cool",0.73592997,1.0428425,"C"
300012969,"Cool",1.0137876,1.2642043,"C"
300013003,"Temperate",0.75940377,1.2172769,"C"
300013091,"Cool",0.7953341,1.3620157,"C"
300013120,"Temperate",0.7106577,1.0205122,"C"
300013141,"Cool",0.9143563,1.6617699,"C"
300013156,"Temperate",0.64847374,0.8883266,"C"
300013161,"Cool",0.848751,1.2607563,"C"
300013176,"Cool",0.9368782,1.4797826,"C"
300013178,"Temperate",0.71265167,0.9804468,"C"
300013182,"Temperate",0.75486064,0.99005634,"C"
300013186,"Cool",0.86731,1.2300484,"C"
300013283,"Cool",1.126109,1.8212599,"C"
300013383,"Temperate",0.6040231,0.8833412,"C"
300013431,"Temperate",0.6502105,0.95264435,"C"
300013454,"Temperate",0.7249934,1.0147241,"C"
300013475,"Temperate",0.58841056,0.87218606,"C"
300013521,"Cool",0.96662176,1.2956258,"C"
300013529,"Cool",1.0084857,1.284111,"C"
300013582,"Cool",0.9706101,1.4333698,"C"
300013597,"Cool",0.92721146,1.2725843,"C"
300013610,"Cool",0.86228573,1.2281786,"C"
300013635,"Cool",0.8732738,1.4988588,"C"
300013715,"Cool",1.1043963,1.2997026,"C"
300013746,"Temperate",0.8229099,1.2504128,"C"
300013782,"Temperate",1.0888989,1.2394906,"C"
300013821,"Temperate",0.8687423,1.6996447,"C"
300013927,"Temperate",0.6241532,1.3807082,"C"
300013943,"Cool",0.83013594,1.2615187,"C"
300013962,"Temperate",0.69566536,1.0785636,"C"
300013966,"Temperate",0.66895545,0.97631305,"C"
300014249,"Temperate",0.89399314,1.1578935,"C"
300014305,"Temperate",1.0562927,1.3684049,"C"
300014333,"Warm",0.8739268,1.1722299,"C"
300014338,"Temperate",0.77663934,1.1161011,"C"
300014360,"Temperate",1.0356677,1.2214919,"C"
300014434,"Temperate",0.6376685,1.0507476,"C"
300014478,"Temperate",0.93857616,1.1596112,"C"
300014495,"Temperate",1.0660212,1.3962156,"C"
300014510,"Warm",0.7524829,0.88367337,"C"
300014514,"Warm",0.88904303,1.0072638,"C"
300014657,"Warm",0.88291776,1.0112365,"C"
300014682,"Warm",0.8699119,0.99183327,"C"
300014741,"Warm",0.78537685,0.8029685,"C"
300014784,"Warm",0.8448743,1.03302,"C"
300014787,"Cool",0.8130529,1.1794554,"C"
300014802,"Warm",0.72909874,0.81323767,"C"
300014804,"Hot",1.1392958,1.2536016,"C"
300014891,"Warm",0.86379653,1.1526847,"C"
300014904,"Frigid",0.82805145,1.2387387,"C"
300014941,"Warm",0.81877255,1.3363414,"C"
300014944,"Frigid",0.81452376,1.4195352,"C"
300014998,"Frigid",1.0548083,1.4129531,"C"
300015002,"Frigid",0.68551177,1.0748076,"C"
300015130,"Frigid",1.0269339,1.142274,"C"
300015160,"Frigid",1.0770886,1.4702973,"C"
300015169,"Cool",0.85040146,1.1864713,"C"
300015175,"Frigid",1.2794226,1.5986276,"C"
300015197,"Frigid",0.68187153,0.7935915,"C"
300015245,"Frigid",0.7912194,1.0072806,"C"
300015248,"Cool",0.780421,1.0811214,"C"
300015252,"Frigid",0.98178583,1.1536622,"C"
300015257,"Cool",0.82626945,1.0245066,"C"
300015265,"Frigid",0.8898326,0.9567538,"C"
300015267,"Frigid",0.83069557,1.2256794,"C"
300015276,"Temperate",0.85271966,1.1628878,"C"
300015296,"Cool",0.81452274,0.93649805,"C"
300015374,"Hot",0.8657347,0.8621927,"C"
300015380,"Hot",0.80596346,0.9339155,"C"
300015455,"Warm",0.77105594,0.8301099,"C"
300015520,"Hot",0.810385,0.9623043,"C"
300015606,"Hot",0.9655878,0.9834611,"C"
300015630,"Hot",0.67143285,0.8437655,"C"
300015657,"Hot",0.65309525,1.0492961,"C"
300015672,"Hot",0.7663125,0.84492683,"C"
300015697,"Hot",0.81515014,1.1114762,"C"
300015736,"Hot",0.6523353,0.7478777,"C"
300015761,"Hot",0.68612045,0.8311852,"C"
300015812,"Hot",1.3245367,1.3502265,"C"
300016225,"Hot",0.671551,0.7547109,"C"
300016238,"Hot",0.9461753,0.8671765,"C"
300016239,"Hot",0.74085665,0.76519644,"C"
300016309,"Warm",1.2853838,1.0992814,"C"
300016372,"Hot",0.7659749,0.77033836,"C"
300016455,"Warm",0.7750289,0.915158,"C"
300016597,"Warm",1.2166264,1.6111345,"C"
300016632,"Warm",0.9962106,0.92003095,"C"
300016649,"Warm",0.6494191,0.76801497,"C"
300016665,"Warm",0.7084979,0.9550516,"C"
300016679,"Warm",0.8473644,1.0225464,"C"
300016680,"Warm",0.97567046,1.1846544,"C"
3,"Hot",0.8264449,0.86307895,"T"
12,"Temperate",0.9579398,1.2497404,"T"
13,"Cool",1.2009008,1.4022924,"T"
17,"Temperate",0.7582947,0.9405515,"T"
18,"Cool",0.74208874,0.9980417,"T"
19,"Hot",0.7922133,0.8691742,"T"
21,"Hot",0.4881194,0.5653288,"T"
22,"Hot",0.81354773,0.9965255,"T"
23,"Cool",1.3211355,1.7853523,"T"
24,"Hot",0.9541052,1.141766,"T"
27,"Cool",1.0189084,1.4678515,"T"
28,"Cool",0.87346816,1.188104,"T"
29,"Temperate",0.72901475,0.88451487,"T"
33,"Cool",0.7907007,0.9159625,"T"
35,"Hot",0.5551472,0.63300574,"T"
37,"Temperate",0.7541148,0.9094058,"T"
39,"Cool",1.1949263,1.2940078,"T"
40,"Cool",0.9532792,1.2605944,"T"
41,"Cool",0.699839,0.8414629,"T"
42,"Hot",0.6610678,0.69263524,"T"
