"LakeID","LakeTR","annual_ave_95_10","Lon_centre","Lat_centre"
7739,"T",15.2667028779875,-94.8458,47.5208
8089,"T",15.5014696291639,28.7597,44.9236
10161,"T",15.1887738507959,-94.5708,47.3542
100000003,"W",17.5659075287549,19.1542,-34.0042
200000001,"H",15.6852934233685,7.1375,35.6792
300000138,"W",18.2635540523234,67.0792,40.8542
300000140,"W",16.4081515458053,33.5208,38.6236
300000223,"F",8.11998046398542,-122.3875,67.4958
300000250,"F",6.77918679589219,-71.9569,65.4931
300000274,"F",5.98280864283028,-72.2153,64.5708
300000311,"F",9.31142378727388,-108.7458,63.5764
300000328,"F",8.64603041426728,-104.3681,62.8264
300000337,"F",8.91666696290915,-103.4958,62.3792
300000347,"F",10.7647767093375,-102.3347,62.2875
300000349,"F",7.97565432038903,-97.5458,62.1847
300000428,"C",12.7371306712487,-106.5097,59.0931
300000437,"C",12.8501736930669,-98.3042,58.6597
300000525,"C",13.9220419563375,-95.9847,55.1292
300000566,"C",13.5167854151126,-92.9875,54.1625
300000654,"T",14.8920756124402,-89.0958,50.7403
300000704,"T",7.90396229088485,-54.9236,48.9014
300000709,"T",12.8220228627942,-89.5681,48.7125
300000725,"T",15.5545914243956,-119.1569,47.8847
300000727,"T",14.9387952950058,-120.1292,47.8653
300000767,"T",12.6719897944922,-73.6347,43.5431
300000771,"T",11.5674683157649,-119.1292,43.2431
300000772,"T",13.1162741348181,-76.7347,42.7458
300000836,"W",19.3812443148962,-96.1292,31.9625
300000946,"H",23.5473547219139,-49.7042,-21.3347
300000962,"W",19.9425171386662,-49.9875,-29.5708
300001007,"F",1.22279075258893,107.1736,74.5958
300001024,"F",6.62644210978926,69.0125,69.5153
300001038,"F",6.10283362331613,19.7736,68.4653
300001048,"F",8.44303087763912,71.6486,67.9486
300001053,"F",2.48351205013577,172.0903,67.4903
300001063,"F",7.41887631722903,95.1014,66.7153
300001098,"C",8.88800888050614,12.9931,63.8708
300001112,"C",14.007966843778,30.7292,63.0319
300001118,"C",13.2707490220006,33.7875,62.5958
300001127,"C",8.3990402999013,11.7625,62.1069
300001141,"C",13.7035086533556,24.1375,61.2875
300001252,"T",15.5859499066401,124.3792,46.7042
300001256,"T",16.0805685679456,30.5431,46.6542
300001257,"T",15.5121652080094,124.1875,46.5958
300001297,"T",13.9846326529188,127.1736,43.4903
300001323,"T",14.9939209656792,117.5458,40.0375
300001459,"F",6.35360562340697,84.8292,30.1514
300001496,"H",24.7389962366106,79.9375,22.9125
300001497,"H",24.2758967190883,82.6708,22.6208
300001503,"H",26.0938267517478,85.0042,21.3292
300001509,"H",26.5827594500598,78.2958,18.9375
300001694,"W",17.0585048834923,147.0625,-36.1792
300001695,"W",12.3847721850428,148.7264,-36.0958
300001887,"F",1.96720489991073,-113.9486,71.4819
300001914,"F",4.79848672654682,-79.8958,71.0958
300001994,"F",3.89979977447056,-117.4181,70.7764
300002119,"F",4.60922026875512,-94.1208,69.7903
300002123,"F",3.26527374862108,-105.1792,69.7792
300002129,"F",4.13159585981269,-103.8736,69.7181
300002202,"F",8.80490418092883,-124.6542,69.3875
300002332,"F",6.89431341513577,-111.4208,68.6958
300002545,"F",6.56488849742387,-52.4292,67.6069
300002559,"F",4.1867772568834,-102.7097,67.3958
300002685,"F",6.19982619565002,-51.8875,66.9986
300002883,"F",4.76920192487492,-107.2625,66.3042
300002949,"C",12.7472683771058,-123.0542,65.9625
300003024,"F",5.18204681943636,-71.9403,65.6764
300003035,"F",12.0577540302029,-118.6125,65.5625
300003237,"F",9.16870567779201,-108.6542,64.9458
300003273,"F",10.4303851180858,-112.9514,64.8347
300003350,"C",10.668756348643,-116.3153,64.5403
300003430,"F",8.5659962270236,-97.5597,64.3236
300003602,"F",9.01146555259766,-95.3486,63.7708
300003644,"F",9.90502719868785,-109.9542,63.6681
300003701,"F",9.58829570739048,-93.1431,63.4458
300003732,"F",8.47028094325389,-95.3431,63.5764
300003763,"F",10.8430035445535,-110.5708,63.3625
300003809,"F",9.33391116766922,-98.4625,63.1375
300003835,"C",13.4992073144256,-122.2264,62.8903
300003861,"F",10.0980645542645,-96.4625,62.9514
300003890,"C",10.8959255810661,-113.9347,62.9125
300003949,"C",14.4221962475712,-117.9792,62.6514
300004104,"F",6.60618560177083,-95.7403,62.0931
300004112,"F",9.2811794681313,-97.6681,62.0069
300004151,"C",15.2547848421608,-122.7708,61.7292
300004337,"F",11.742690343033,-102.2931,61.2208
300004437,"C",9.22950304346688,-153.8958,60.9458
300004530,"C",9.33199135215537,-131.6625,60.5903
300004657,"C",11.5482375093562,-111.0042,60.2875
300004781,"C",8.71874749734162,-132.8653,59.8708
300004787,"C",13.8082767381262,-123.3042,59.8708
300004793,"C",13.4115672422724,-110.0875,59.9292
300004882,"C",8.79801863481804,-158.7736,59.6736
300004897,"C",11.9630775269559,-108.5958,59.4875
300004974,"C",7.69170590891503,-158.9014,59.3708
300004989,"C",13.4477910031643,-107.2236,59.1431
300005063,"C",12.0374267907932,-114.4708,59.0125
300005336,"C",12.5423845513944,-106.9292,57.9208
300005345,"C",12.1327741277692,-107.1625,57.9208
300005460,"C",11.643148283247,-112.6375,57.4458
300005648,"C",13.7177004769594,-100.2458,56.6431
300005808,"C",14.0008086348812,-98.4125,56.2069
300005829,"C",14.4671221703728,-100.1875,56.1375
300005839,"C",14.0469995474525,-97.2097,56.1014
300005860,"C",13.4220670697688,-107.6792,55.9208
300005889,"C",14.2666948050434,-113.7847,55.9097
300005999,"C",13.2399631311735,-93.2264,55.5681
300006033,"C",14.6451028915087,-106.4625,55.4458
300006162,"C",13.7629054588927,-117.5208,55.1042
300006293,"C",13.0821694845345,-124.3931,54.6847
300006356,"C",12.6469323485092,-124.3514,54.5847
300006407,"C",12.6293238085947,-92.2431,54.5208
300006409,"C",14.2523232906063,-94.9486,54.4819
300006490,"C",14.5194740266317,-102.5458,54.3708
300006584,"C",12.7686430064359,-124.6958,54.0931
300006797,"C",13.5197062416727,-108.8792,53.5875
300006864,"C",11.7686514357416,-77.9708,53.4792
300007084,"C",15.0579962486443,-96.5792,52.7542
300007173,"C",13.911305859981,-92.8847,52.5181
300007237,"C",13.7822264379455,-114.1958,52.3708
300007453,"C",14.9636071772979,-102.6708,51.5542
300007706,"C",9.80582227633482,-60.7458,50.7625
300007752,"T",14.7894703548624,-87.5069,50.5375
300007930,"T",13.8306595328307,-92.2958,50.0208
300007960,"C",13.9221303651317,-78.1597,49.9431
300008088,"T",14.7393102688393,-85.0125,49.4069
300008127,"T",14.2695306967841,-88.8375,49.3125
300008201,"T",12.1454839142351,-56.9875,48.9708
300008212,"T",10.5294162009938,-57.5458,49.1208
300008270,"T",15.4630308528266,-80.9208,48.6458
300008341,"T",12.0791999379217,-56.2125,48.3375
300008388,"T",12.3115559125691,-56.0125,48.1875
300008411,"T",15.7992924900296,-92.8958,48.0625
300008638,"T",15.7649934726681,-95.9792,46.5792
300008713,"T",13.8054033526856,-61.1903,46.1375
300008770,"T",14.5478880579558,-82.2931,45.8181
300008783,"T",15.0990527439606,-96.7375,45.7042
300008819,"T",15.314901663156,-84.5042,45.5292
300008848,"T",15.1894664589491,-85.0958,45.2625
300009100,"T",16.3901778090911,-88.9375,42.8875
300009124,"T",11.8439154933117,-72.3014,42.3597
300009151,"T",16.1387933055713,-80.4875,41.6569
300009172,"W",17.982353106736,-122.6736,40.9764
300009243,"H",20.4631064797154,-122.2625,38.6292
300009360,"H",20.5154575670592,-114.6514,35.4375
300009411,"W",18.016861859791,-95.4125,34.0542
300009430,"W",18.2367832716332,-97.0792,33.3792
300009432,"W",18.3238433842861,-95.6625,33.3208
300009443,"W",18.7247777126263,-96.9625,33.1097
300009460,"W",18.5802361894949,-96.5236,32.8486
300009523,"H",20.3509694242465,-95.5958,30.4125
300009692,"H",25.6075380453677,-98.1292,22.3375
300009739,"H",20.8657298155689,-101.5986,19.6597
300010266,"H",25.4110434758658,-63.8653,-15.8264
300010271,"H",25.5739383431111,-64.2708,-15.8208
300010368,"H",23.0231367118303,-57.3431,-25.3014
300010436,"W",19.8382437164313,-50.2153,-29.8181
300010470,"W",18.1746746330692,-64.4819,-32.2125
300010567,"W",11.7949324557385,-71.1153,-38.9236
300010626,"T",6.76143690340252,-71.4875,-44.9347
300010656,"T",3.45472081847228,-71.5542,-48.4125
300010690,"T",5.97988253569299,-67.7792,-54.3875
300010732,"F",4.03814173785004,104.4542,74.4375
300010784,"F",3.8088606032489,88.8125,72.9625
300010794,"F",4.320910934608,88.3542,72.7431
300010851,"F",8.30108712048628,88.5792,71.7708
300010866,"F",6.89094331351315,149.4542,71.5125
300010885,"F",8.27434217004557,149.6042,71.4625
300010974,"F",7.89768678806014,146.3125,71.0208
300010987,"F",7.80676764134797,147.7875,70.9375
300011120,"F",6.83809279638,70.1042,69.8292
300011169,"F",8.97344057329566,156.0819,69.4597
300011237,"F",7.61146658084944,70.1292,69.1569
300011445,"F",7.9074608781409,71.0958,68.2875
300011663,"F",10.0983570969539,18.4875,67.0542
300011666,"C",12.1888116810839,34.1236,67.0458
300011707,"F",9.49950326932273,85.3292,66.6042
300011781,"F",12.2178165665551,64.0125,66.1125
300011804,"F",12.7707539798637,47.9208,66.0708
300011810,"F",14.1177877256657,46.2292,65.9708
300011834,"C",12.8738054097994,28.4458,65.7958
300011902,"C",7.99991674594759,-19.6708,65.1708
300011916,"C",13.5131779427886,33.4708,65.0375
300011976,"C",9.51470772339173,13.9625,64.5736
300011991,"C",13.2238935249002,34.0375,64.4292
300012019,"C",13.6374451635381,28.0958,64.1653
300012021,"C",13.537782051393,34.3125,64.1569
300012023,"C",13.6523143050286,29.5681,64.2319
300012060,"C",13.2994316096401,35.1597,63.9708
300012093,"C",13.8458928714224,35.4542,63.7625
300012120,"C",7.98563315556475,12.5792,63.6292
300012150,"C",12.3192370069845,32.9819,63.4875
300012163,"C",14.3186356911321,25.4292,63.4042
300012234,"C",13.1756371840575,35.3542,62.8375
300012266,"C",13.6530595200134,25.4681,62.7236
300012284,"C",14.577183342988,34.0542,62.6514
300012287,"F",10.1032305246778,143.6292,62.4542
300012316,"C",12.1872151582546,15.3458,62.4125
300012336,"C",13.942596126991,33.8125,62.3958
300012472,"C",14.4836402198401,32.9875,61.7875
300012482,"C",11.867170897964,16.7292,61.8042
300012491,"C",13.8831673624462,38.0764,61.7347
300012614,"C",13.7391964737886,26.4847,61.0181
300012628,"C",14.2939744487656,26.4292,60.9208
300012654,"C",14.1005131375672,30.1847,60.8014
300012879,"C",11.4376797350176,12.2292,59.3458
300012969,"C",16.2363294834708,42.3681,58.4208
300013003,"T",11.7492006880359,12.4486,57.9097
300013091,"C",15.01156722721,38.7875,56.7625
300013120,"T",11.8435976760464,14.8625,56.4208
300013141,"C",10.3979442792371,161.7986,56.1458
300013156,"T",12.647296661924,14.4042,56.0708
300013161,"C",15.7239208424308,31.2708,56.0653
300013176,"C",15.9286438950771,60.7958,55.9208
300013178,"T",12.6035539148746,13.4625,55.8958
300013182,"T",13.087038075924,13.5542,55.8625
300013186,"C",15.3198831719081,35.0542,55.8875
300013283,"C",16.6402377058374,67.9708,55.1875
300013383,"T",11.4316699727856,10.4542,54.3042
300013431,"T",13.0303333377559,12.8458,53.8042
300013454,"T",12.8153269960959,11.4625,53.7208
300013475,"T",13.1694987169572,12.5792,53.5042
300013521,"C",16.9384522194162,45.3292,53.0125
300013529,"C",15.0097709202503,68.2319,53.0319
300013582,"C",14.5264826583229,68.1792,52.6208
300013597,"C",15.6694664262646,62.2375,52.5125
300013610,"C",14.3680919579292,96.4625,52.3792
300013635,"C",14.298637540714,112.7375,52.1625
300013715,"C",15.7585465176101,74.0292,50.8875
300013746,"T",15.4165910722281,17.1208,50.4625
300013782,"T",14.354982191422,95.1042,50.0819
300013821,"T",16.6031864036609,36.5125,49.5708
300013927,"T",14.4836688566963,26.9792,48.6042
300013943,"C",11.0975020750414,96.1847,48.3431
300013962,"T",13.0577873286591,11.1292,47.9875
300013966,"T",13.0043267880731,11.3069,47.9014
300014249,"T",14.8947948934447,41.7625,45.0625
300014305,"T",17.59612548453,27.6375,44.1542
300014333,"W",14.1805952734626,17.0208,43.6625
300014338,"T",10.5617770846963,144.3458,43.6514
300014360,"T",18.3431568306593,73.9514,43.3597
300014434,"T",13.0667205448117,24.1792,41.9625
300014478,"T",19.0157012252815,23.1375,41.2042
300014495,"T",17.5614821181379,46.1042,40.9542
300014510,"W",18.8514708619742,30.2792,40.7208
300014514,"W",19.379644084613,23.5486,40.6569
300014657,"W",15.5222658584573,42.2958,38.8625
300014682,"W",16.5253273941751,39.4375,38.5014
300014741,"W",17.0491819492792,29.6792,37.5542
300014784,"W",20.9401688048613,35.2903,37.0819
300014787,"C",10.299194551049,100.5625,37.0125
300014802,"W",21.9979249283196,28.6819,36.9375
300014804,"H",19.620489143203,8.3958,36.8458
300014891,"W",15.3358021989161,132.9514,35.4486
300014904,"F",8.99948753079525,99.1792,35.3042
300014941,"W",13.0473671361068,118.8292,34.7875
300014944,"F",7.91041799899923,89.0292,34.7125
300014998,"F",7.68255558572798,83.1542,34.1875
300015002,"F",5.87142147828207,90.2542,34.0958
300015130,"F",10.7154618857162,85.1208,32.1958
300015160,"F",9.54885622127367,83.1625,31.8514
300015169,"C",7.89530878282422,90.7375,31.6625
300015175,"F",9.16773321547086,82.3458,31.6653
300015197,"F",7.8200462132317,87.8764,31.3764
300015245,"F",7.72205077779986,82.2292,30.9958
300015248,"C",8.14846629983296,90.4875,31.0208
300015252,"F",8.93650840035691,87.5375,30.9625
300015257,"C",9.24263390575048,89.8292,30.9292
300015265,"F",9.06605149836442,84.9819,30.7819
300015267,"F",8.90469648941021,84.8125,30.7958
300015276,"T",8.75796261480585,82.1431,30.6347
300015296,"C",7.2681249741163,88.6125,30.4708
300015374,"H",22.9608046773046,30.4792,29.2514
300015380,"H",22.4915593548273,30.4042,29.1875
300015455,"W",18.5483878459777,100.6653,26.5903
300015520,"H",23.5608708768993,87.2875,24.1542
300015606,"H",24.6519341393803,78.0542,21.3125
300015630,"H",25.8042938705715,73.0792,20.1958
300015657,"H",26.7858725500591,95.5958,18.9208
300015672,"H",26.0691200097353,79.1292,18.3708
300015697,"H",27.3005103179491,82.0708,17.3208
300015736,"H",25.9891439939176,74.5042,15.2625
300015761,"H",25.7464410308744,75.5847,13.6931
300015812,"H",26.3825506808994,41.6708,11.4542
300016225,"H",20.259291172912,30.7875,-17.8958
300016238,"H",19.5639193406934,30.2375,-19.0208
300016239,"H",21.2264238995675,46.7875,-19.0708
300016309,"W",19.6945108994464,17.8375,-24.5042
300016372,"H",21.497391005095,32.8375,-26.9792
300016455,"W",19.7465775339374,30.4042,-29.4458
300016597,"W",16.7257804604232,117.6708,-33.3458
300016632,"W",16.1138366613811,145.0875,-36.5514
300016649,"W",14.7515680543888,176.2514,-38.0625
300016665,"W",8.91486736331342,146.9097,-42.0042
300016679,"W",10.3156969373489,169.8486,-44.2014
300016680,"W",11.4644163154342,170.2319,-44.4042
