"LakeID","LakeTR","annual_ave_95_10","Lon_centre","Lat_centre"
2395,"H",26.7860900286915,40.4708,10.2014
2415,"F",6.55564070947998,91.8486,35.3347
2418,"C",13.4833705236727,-108.6569,53.5792
2420,"C",13.666389750709,-108.4681,54.4736
2425,"C",14.1647998779271,26.7764,54.8514
2436,"C",13.8421893171826,-105.9792,54.5097
2447,"C",10.3912727693663,-115.3486,58.9458
2473,"C",13.175271644103,16.7097,60.5653
2477,"C",11.8743621126105,-139.7847,62.3653
2497,"C",14.8583610689405,65.7153,59.6847
2511,"F",8.10982766946028,89.7292,33.6486
2516,"T",9.2258541447325,-4.5792,56.0708
2517,"T",10.9046731736916,115.7792,40.3847
2518,"T",6.27781408319574,-72.3514,-51.8875
2559,"H",24.7907168145531,-57.7236,-17.7819
2569,"C",9.05975701435009,88.2097,32.0042
2594,"C",14.0124783285158,-108.4042,53.0708
2595,"C",13.6644096106385,-106.1625,53.9431
2613,"F",6.75458336804916,87.3181,34.5764
2616,"H",19.8709286104796,-81.8097,28.7736
2627,"C",15.5206215239656,71.5431,56.0569
2655,"C",13.9070560907303,-142.7653,63.0875
2663,"C",12.9385635704511,96.6181,49.1653
2682,"C",12.8442314132877,91.9403,49.0986
2696,"C",16.0180394967885,78.6069,52.8736
2709,"C",13.0089814840366,-108.5458,55.0958
2731,"C",14.1250776762049,-110.6847,54.1431
2750,"F",10.5690540392913,145.4125,69.1542
2798,"C",13.0724750283385,15.7153,60.5681
2799,"W",14.7708753666552,-76.4431,35.7681
2803,"T",16.7063427452984,28.9903,45.4264
2812,"W",15.6409294174068,-119.3319,47.0097
2819,"C",6.93178130334111,92.2181,34.8069
2881,"C",8.66784120343168,91.6153,34.3569
2898,"W",17.0379165163175,-89.7375,33.8319
2926,"C",12.6275897425644,112.3014,54.8236
2927,"W",17.5066460833111,15.7597,41.8792
2940,"C",15.8329174207533,66.2847,59.5986
2944,"C",13.5155152367846,-107.1597,52.6986
2946,"C",8.27971059721086,91.5014,31.4819
2955,"C",14.6037331535378,60.5125,55.5181
2978,"T",15.2862925846973,-84.6653,45.4569
2985,"C",15.4751630167079,31.2431,56.2208
3097,"C",15.3081671308325,34.4708,57.5569
3109,"W",13.6866537381614,-3.9181,43.0153
3133,"F",12.855816936371,-123.9153,66.6569
3135,"C",13.3888142737577,-98.5347,55.5653
3188,"C",14.3623697288429,-114.3875,53.7069
3200,"W",18.7246346507818,65.5708,38.3681
3211,"F",4.6941647194402,-50.6292,70.1097
3219,"F",3.7012710885143,-50.3181,65.6153
3231,"C",13.6300223048228,-110.3403,53.9347
3243,"C",12.4229423432542,-106.4514,54.1069
3281,"C",11.9566792893493,14.5486,61.0819
3307,"W",17.402389889623,12.2292,42.1236
3365,"C",12.6444336230825,112.8792,52.2069
3379,"C",14.5288983281855,27.4569,56.3292
3394,"C",8.89034151487303,86.7403,31.5708
3397,"T",15.3264094313989,-77.9208,48.1486
3446,"F",9.30058205711766,-129.9931,69.5986
3476,"T",14.1002165739338,125.8097,43.8431
3478,"W",9.52058123249737,147.1847,-42.0903
3500,"C",16.3163232631602,77.7736,52.3125
3570,"C",13.3477945296523,-95.4403,54.5681
3587,"C",14.0019194888295,-117.7403,56.2347
3614,"H",20.5190834148915,-100.6375,27.5014
4292,"T",16.302775501702,28.0708,45.4847
4503,"T",14.5588309396375,-89.4125,43.1069
5729,"C",12.2916760005232,15.9792,59.9458
6048,"T",15.7006440970298,-97.0958,44.5542
6785,"C",12.5768803883274,18.5764,59.8458
