"LakeID","LakeTR","train_rmse","test_rmse","Source","Scenario"
279,"W",0.72213674,0.9318667,"C","Cross-domain transfer"
280,"C",0.8580442,1.2525294,"C","Intra-domain transfer"
281,"C",0.7026221,1.030473,"C","Intra-domain transfer"
285,"C",0.79351825,1.1863157,"C","Intra-domain transfer"
287,"W",0.7572776,1.1520237,"C","Cross-domain transfer"
288,"C",0.88698226,1.2358966,"C","Intra-domain transfer"
289,"H",0.8402782,0.96257305,"C","Cross-domain transfer"
290,"C",0.71635216,1.2772112,"C","Intra-domain transfer"
291,"C",0.7787126,1.06617,"C","Intra-domain transfer"
292,"C",0.7888149,1.5308927,"C","Intra-domain transfer"
296,"W",0.78966796,0.9010593,"C","Cross-domain transfer"
298,"W",0.78502136,0.97375816,"C","Cross-domain transfer"
300,"F",0.7247483,0.97362995,"C","Cross-domain transfer"
301,"C",0.76926196,1.0592699,"C","Intra-domain transfer"
303,"C",0.7896185,0.92398846,"C","Intra-domain transfer"
306,"H",0.68664354,1.0721127,"C","Cross-domain transfer"
312,"F",0.80419844,1.0144997,"C","Cross-domain transfer"
313,"C",0.91346824,1.2779251,"C","Intra-domain transfer"
319,"F",0.81015366,1.606283,"C","Cross-domain transfer"
320,"F",0.80284566,1.5038642,"C","Cross-domain transfer"
323,"C",0.68990844,1.0244279,"C","Intra-domain transfer"
324,"F",0.9709882,1.6694006,"C","Cross-domain transfer"
326,"C",0.7008511,0.9611518,"C","Intra-domain transfer"
328,"T",0.7941382,1.014814,"C","Cross-domain transfer"
333,"C",0.8513461,1.3236678,"C","Intra-domain transfer"
334,"C",1.0154673,1.8052101,"C","Intra-domain transfer"
335,"C",0.82524246,1.5577165,"C","Intra-domain transfer"
336,"F",0.7006083,0.9503793,"C","Cross-domain transfer"
337,"C",0.7279621,1.0873797,"C","Intra-domain transfer"
340,"T",0.73717034,1.0188041,"C","Cross-domain transfer"
342,"H",0.78319025,0.9221748,"C","Cross-domain transfer"
346,"C",0.70142645,1.204002,"C","Intra-domain transfer"
353,"F",0.8417388,1.420174,"C","Cross-domain transfer"
354,"F",0.61331373,0.7848978,"C","Cross-domain transfer"
356,"C",0.7924013,1.1106356,"C","Intra-domain transfer"
360,"H",0.66433936,0.82201403,"C","Cross-domain transfer"
361,"T",0.75546575,0.99285084,"C","Cross-domain transfer"
362,"H",0.58492124,0.9459036,"C","Cross-domain transfer"
364,"F",0.9741856,1.4083079,"C","Cross-domain transfer"
365,"C",0.9328624,1.799846,"C","Intra-domain transfer"
366,"T",0.6466278,0.92314774,"C","Cross-domain transfer"
367,"C",0.6906834,1.109151,"C","Intra-domain transfer"
368,"C",0.8277283,1.1800828,"C","Intra-domain transfer"
369,"C",0.8129847,1.1994777,"C","Intra-domain transfer"
371,"F",0.9832745,1.7269346,"C","Cross-domain transfer"
372,"H",0.6800622,0.8963955,"C","Cross-domain transfer"
373,"F",0.9356843,1.5107417,"C","Cross-domain transfer"
376,"F",0.6628848,1.1127932,"C","Cross-domain transfer"
379,"W",0.6507731,0.7881629,"C","Cross-domain transfer"
382,"F",0.5344214,0.72376776,"C","Cross-domain transfer"
383,"F",0.5422556,0.7189097,"C","Cross-domain transfer"
386,"H",0.8834189,0.95398474,"C","Cross-domain transfer"
387,"C",0.7017834,0.88960314,"C","Intra-domain transfer"
389,"F",0.87187123,1.3198688,"C","Cross-domain transfer"
391,"C",0.7409741,1.2508992,"C","Intra-domain transfer"
393,"C",0.6651203,0.89152956,"C","Intra-domain transfer"
395,"F",0.967481,1.4511826,"C","Cross-domain transfer"
396,"F",1.3353446,2.2595897,"C","Cross-domain transfer"
400,"F",0.78606474,1.2055148,"C","Cross-domain transfer"
402,"C",0.90893024,1.2401626,"C","Intra-domain transfer"
404,"C",0.81849194,1.3174409,"C","Intra-domain transfer"
405,"C",0.749914,1.01323,"C","Intra-domain transfer"
409,"C",0.89527255,1.274328,"C","Intra-domain transfer"
411,"W",0.72247314,0.8786268,"C","Cross-domain transfer"
412,"F",0.888856,1.3504826,"C","Cross-domain transfer"
413,"F",0.89432937,1.4182785,"C","Cross-domain transfer"
417,"F",0.93943334,1.4449964,"C","Cross-domain transfer"
419,"C",0.7416655,1.0626991,"C","Intra-domain transfer"
421,"C",0.8483743,1.1318944,"C","Intra-domain transfer"
422,"C",0.77318066,1.2527944,"C","Intra-domain transfer"
424,"F",1.0094124,1.3066874,"C","Cross-domain transfer"
426,"F",0.67330676,1.2343684,"C","Cross-domain transfer"
427,"C",0.75211895,1.106807,"C","Intra-domain transfer"
430,"C",0.7305164,1.0490161,"C","Intra-domain transfer"
432,"C",0.9989806,1.4247794,"C","Intra-domain transfer"
434,"C",0.7084517,1.0940373,"C","Intra-domain transfer"
438,"F",0.83066946,1.3515548,"C","Cross-domain transfer"
441,"W",0.9571767,1.1898632,"C","Cross-domain transfer"
442,"H",0.69145864,0.891106,"C","Cross-domain transfer"
443,"T",0.6439691,0.82724124,"C","Cross-domain transfer"
444,"F",0.6531194,0.83770937,"C","Cross-domain transfer"
445,"H",0.8120833,0.9518388,"C","Cross-domain transfer"
448,"T",0.719068,0.86327964,"C","Cross-domain transfer"
449,"F",0.95606434,1.6038233,"C","Cross-domain transfer"
454,"C",0.72841656,1.0681224,"C","Intra-domain transfer"
456,"F",0.71563154,1.0099832,"C","Cross-domain transfer"
458,"C",0.73665106,1.0697066,"C","Intra-domain transfer"
460,"W",1.0994337,1.0149589,"C","Cross-domain transfer"
461,"T",0.80364984,1.0275105,"C","Cross-domain transfer"
462,"H",0.65552473,0.84652275,"C","Cross-domain transfer"
464,"T",1.0125335,1.528854,"C","Cross-domain transfer"
465,"C",0.72523075,1.2211951,"C","Intra-domain transfer"
467,"F",0.9816254,1.6137552,"C","Cross-domain transfer"
471,"T",0.6555338,0.9234511,"C","Cross-domain transfer"
472,"C",0.65086436,1.0053262,"C","Intra-domain transfer"
474,"C",0.7798984,1.0643224,"C","Intra-domain transfer"
477,"H",0.76322734,0.9410633,"C","Cross-domain transfer"
481,"T",0.6239501,0.87763447,"C","Cross-domain transfer"
482,"C",0.8686039,1.1117964,"C","Intra-domain transfer"
483,"C",0.8590039,1.3764119,"C","Intra-domain transfer"
484,"H",0.75801754,0.96297765,"C","Cross-domain transfer"
486,"C",0.7766715,1.0366747,"C","Intra-domain transfer"
488,"W",0.6490448,0.8842583,"C","Cross-domain transfer"
493,"C",0.93664545,1.3009901,"C","Intra-domain transfer"
494,"H",0.62576956,0.7122003,"C","Cross-domain transfer"
495,"F",1.3000361,2.088874,"C","Cross-domain transfer"
496,"H",0.7828132,0.8799948,"C","Cross-domain transfer"
503,"C",0.7380915,1.3954791,"C","Intra-domain transfer"
508,"C",0.7147858,1.1051923,"C","Intra-domain transfer"
510,"H",0.72620535,0.8403623,"C","Cross-domain transfer"
514,"C",0.9303737,1.381596,"C","Intra-domain transfer"
516,"C",0.76701504,1.3719437,"C","Intra-domain transfer"
517,"C",0.75443316,1.3917607,"C","Intra-domain transfer"
519,"F",0.8502525,2.0783534,"C","Cross-domain transfer"
522,"C",0.823404,1.3231717,"C","Intra-domain transfer"
523,"T",0.8053341,0.9635059,"C","Cross-domain transfer"
527,"H",0.82084376,1.1293503,"C","Cross-domain transfer"
528,"H",0.56410784,0.7881179,"C","Cross-domain transfer"
529,"C",0.6329551,1.0396497,"C","Intra-domain transfer"
530,"C",0.79643184,1.3754567,"C","Intra-domain transfer"
531,"H",0.6225876,1.0829084,"C","Cross-domain transfer"
533,"C",0.75115436,1.1405735,"C","Intra-domain transfer"
534,"H",0.66523015,1.0267146,"C","Cross-domain transfer"
539,"H",0.7940177,1.28159,"C","Cross-domain transfer"
543,"C",0.54989797,0.77464324,"C","Intra-domain transfer"
545,"C",0.73246574,0.927035,"C","Intra-domain transfer"
548,"F",0.93658215,1.267685,"C","Cross-domain transfer"
549,"C",0.90686804,1.0797818,"C","Intra-domain transfer"
553,"H",0.7918795,0.80121505,"C","Cross-domain transfer"
555,"T",0.6891181,1.095355,"C","Cross-domain transfer"
556,"W",0.69562066,0.8619935,"C","Cross-domain transfer"
557,"F",0.9053017,1.6975373,"C","Cross-domain transfer"
558,"T",0.88925713,1.3346587,"C","Cross-domain transfer"
562,"W",0.7588759,0.8998837,"C","Cross-domain transfer"
566,"C",0.7290546,1.0236554,"C","Intra-domain transfer"
567,"H",0.8679275,1.1954238,"C","Cross-domain transfer"
568,"F",0.9489037,1.614293,"C","Cross-domain transfer"
569,"C",0.7444402,1.1228482,"C","Intra-domain transfer"
570,"C",0.85375094,1.3808731,"C","Intra-domain transfer"
571,"T",1.0495505,1.3611029,"C","Cross-domain transfer"
573,"T",0.70876914,1.0408248,"C","Cross-domain transfer"
576,"H",0.9140131,1.0042615,"C","Cross-domain transfer"
590,"H",1.0325603,1.1768539,"C","Cross-domain transfer"
594,"F",0.88259023,1.0072507,"C","Cross-domain transfer"
601,"T",0.8109632,0.9885166,"C","Cross-domain transfer"
603,"H",0.49347624,1.4264503,"C","Cross-domain transfer"
623,"H",0.7773059,1.3290572,"C","Cross-domain transfer"
624,"C",0.78017795,1.2300582,"C","Intra-domain transfer"
630,"F",0.9027895,1.0981231,"C","Cross-domain transfer"
634,"W",0.6399414,0.8919355,"C","Cross-domain transfer"
635,"F",0.783438,1.4148499,"C","Cross-domain transfer"
637,"H",0.8186596,0.9690743,"C","Cross-domain transfer"
639,"F",0.90336484,1.4420773,"C","Cross-domain transfer"
645,"C",0.8541168,1.0785627,"C","Intra-domain transfer"
646,"C",0.70806736,0.9660538,"C","Intra-domain transfer"
648,"H",1.4606031,1.555931,"C","Cross-domain transfer"
654,"C",0.68756056,0.9167245,"C","Intra-domain transfer"
657,"C",0.72031623,1.2081807,"C","Intra-domain transfer"
672,"C",0.7380685,1.0299232,"C","Intra-domain transfer"
679,"C",0.70654297,0.9705181,"C","Intra-domain transfer"
681,"C",0.7241358,0.8955769,"C","Intra-domain transfer"
684,"C",0.7545926,0.95483565,"C","Intra-domain transfer"
710,"F",0.6408655,0.91678363,"C","Cross-domain transfer"
713,"C",0.74281186,1.0239619,"C","Intra-domain transfer"
725,"F",0.73493385,1.0660489,"C","Cross-domain transfer"
728,"C",0.8397723,1.2233884,"C","Intra-domain transfer"
733,"C",0.72195005,1.0672657,"C","Intra-domain transfer"
736,"F",0.552241,1.0573704,"C","Cross-domain transfer"
744,"C",0.6740684,0.93578833,"C","Intra-domain transfer"
754,"C",0.7910794,1.0133445,"C","Intra-domain transfer"
758,"F",0.9535273,1.2434745,"C","Cross-domain transfer"
767,"W",0.5724509,0.7405435,"C","Cross-domain transfer"
770,"H",0.62549245,0.9741885,"C","Cross-domain transfer"
771,"C",0.7570398,1.3458527,"C","Intra-domain transfer"
779,"C",0.7251506,1.0124179,"C","Intra-domain transfer"
792,"F",0.95283866,1.6252301,"C","Cross-domain transfer"
797,"C",0.6723384,1.1323977,"C","Intra-domain transfer"
800,"W",1.0416486,1.1515085,"C","Cross-domain transfer"
804,"C",0.7337631,1.1901772,"C","Intra-domain transfer"
805,"C",0.7077628,0.9871237,"C","Intra-domain transfer"
810,"C",0.6648426,1.0718296,"C","Intra-domain transfer"
819,"F",0.7090799,0.9244718,"C","Cross-domain transfer"
824,"W",0.7537161,0.93213415,"C","Cross-domain transfer"
825,"C",0.6433922,1.2071493,"C","Intra-domain transfer"
827,"C",0.8108875,1.0197716,"C","Intra-domain transfer"
829,"H",0.7915816,1.07225,"C","Cross-domain transfer"
840,"T",0.810271,1.0565159,"C","Cross-domain transfer"
849,"C",0.9336293,1.2441769,"C","Intra-domain transfer"
881,"W",0.6978388,0.86353433,"C","Cross-domain transfer"
883,"W",0.74846035,0.98415476,"C","Cross-domain transfer"
893,"T",0.6889634,0.99941206,"C","Cross-domain transfer"
894,"T",0.78444517,1.0034754,"C","Cross-domain transfer"
904,"C",0.7592996,1.1029315,"C","Intra-domain transfer"
905,"T",0.6680331,0.9778824,"C","Cross-domain transfer"
907,"T",0.7831127,1.0431914,"C","Cross-domain transfer"
908,"C",0.67743963,1.1780165,"C","Intra-domain transfer"
910,"C",0.70912343,1.3497615,"C","Intra-domain transfer"
913,"C",0.46487188,0.63025427,"C","Intra-domain transfer"
920,"C",0.7407622,0.95945555,"C","Intra-domain transfer"
924,"F",0.8159851,1.1001695,"C","Cross-domain transfer"
929,"H",0.7939277,1.0218909,"C","Cross-domain transfer"
931,"W",0.69124645,1.024163,"C","Cross-domain transfer"
936,"C",0.7612402,1.112381,"C","Intra-domain transfer"
945,"W",0.8430191,1.0450585,"C","Cross-domain transfer"
949,"C",0.74966496,1.0290323,"C","Intra-domain transfer"
976,"C",0.7230201,1.3634845,"C","Intra-domain transfer"
977,"C",0.699446,0.99403054,"C","Intra-domain transfer"
982,"C",0.7630985,1.235595,"C","Intra-domain transfer"
1003,"C",0.8577142,1.1110651,"C","Intra-domain transfer"
1009,"C",0.63718474,1.2057278,"C","Intra-domain transfer"
1011,"C",0.8374883,1.2384845,"C","Intra-domain transfer"
1019,"C",0.8500351,1.3818798,"C","Intra-domain transfer"
1026,"T",0.76538396,0.8772394,"C","Cross-domain transfer"
1028,"C",0.69135964,0.93105984,"C","Intra-domain transfer"
1050,"C",1.0622406,1.3383632,"C","Intra-domain transfer"
1053,"C",0.802911,1.246703,"C","Intra-domain transfer"
1057,"W",0.628686,0.9423596,"C","Cross-domain transfer"
1061,"C",0.6392412,1.3871342,"C","Intra-domain transfer"
1062,"C",0.71049464,1.1216552,"C","Intra-domain transfer"
1066,"C",0.6374106,0.7458367,"C","Intra-domain transfer"
1071,"T",0.6635372,1.1026204,"C","Cross-domain transfer"
1075,"T",0.69349706,1.0036385,"C","Cross-domain transfer"
1083,"T",1.0592598,1.3920134,"C","Cross-domain transfer"
1107,"H",0.63230944,1.2787695,"C","Cross-domain transfer"
1110,"W",0.6505888,0.84600544,"C","Cross-domain transfer"
1116,"T",0.64263403,0.96533483,"C","Cross-domain transfer"
1128,"W",0.7526777,1.0409932,"C","Cross-domain transfer"
1130,"C",0.67183095,1.012675,"C","Intra-domain transfer"
1145,"W",0.84240323,1.0535004,"C","Cross-domain transfer"
1154,"T",0.96315306,1.2654954,"C","Cross-domain transfer"
1169,"T",0.7648197,1.0723819,"C","Cross-domain transfer"
1170,"W",0.6466223,0.91976625,"C","Cross-domain transfer"
1174,"T",0.7888433,0.9555909,"C","Cross-domain transfer"
1184,"C",0.77205336,1.1133393,"C","Intra-domain transfer"
1188,"H",0.65365815,0.8977798,"C","Cross-domain transfer"
1192,"C",0.74276584,1.0303985,"C","Intra-domain transfer"
1193,"T",0.8522408,1.142679,"C","Cross-domain transfer"
1195,"T",0.5061719,0.73131996,"C","Cross-domain transfer"
1196,"H",0.6140297,0.77409947,"C","Cross-domain transfer"
1199,"T",0.7714773,0.98354584,"C","Cross-domain transfer"
1201,"C",0.7366434,0.92598957,"C","Intra-domain transfer"
1203,"T",0.8536062,1.14234,"C","Cross-domain transfer"
1204,"W",0.62096506,0.84985626,"C","Cross-domain transfer"
1219,"H",0.5490079,0.89168406,"C","Cross-domain transfer"
1221,"C",0.6818933,1.1575829,"C","Intra-domain transfer"
1236,"W",0.809997,0.9808958,"C","Cross-domain transfer"
1237,"C",0.75250626,1.0843925,"C","Intra-domain transfer"
1240,"C",0.580413,0.8570961,"C","Intra-domain transfer"
1246,"C",0.6835732,1.0220584,"C","Intra-domain transfer"
1249,"C",0.7112654,1.1313018,"C","Intra-domain transfer"
1259,"T",0.53771603,0.72598135,"C","Cross-domain transfer"
1270,"H",0.7180558,1.273521,"C","Cross-domain transfer"
1283,"F",0.5741494,0.72202957,"C","Cross-domain transfer"
1286,"C",0.81440616,1.8033916,"C","Intra-domain transfer"
1294,"C",0.86505044,1.1439711,"C","Intra-domain transfer"
1319,"C",0.7794688,1.114928,"C","Intra-domain transfer"
1321,"H",0.8334557,0.9745216,"C","Cross-domain transfer"
1336,"C",0.6082083,0.8345021,"C","Intra-domain transfer"
1344,"W",0.77346474,1.0158513,"C","Cross-domain transfer"
1358,"H",0.6679242,1.1468254,"C","Cross-domain transfer"
1359,"T",0.6732981,0.98012346,"C","Cross-domain transfer"
1360,"T",0.7333055,1.06408,"C","Cross-domain transfer"
1368,"H",0.76293814,0.94196,"C","Cross-domain transfer"
1370,"C",0.7163694,1.026138,"C","Intra-domain transfer"
1375,"C",0.68214166,0.9623548,"C","Intra-domain transfer"
1424,"C",0.88681644,1.3728209,"C","Intra-domain transfer"
1425,"C",0.6167338,1.1390959,"C","Intra-domain transfer"
1432,"C",0.6051465,0.8149402,"C","Intra-domain transfer"
1434,"H",0.62553966,0.74981666,"C","Cross-domain transfer"
1467,"H",0.7766853,1.1099797,"C","Cross-domain transfer"
1489,"C",0.66013837,1.136097,"C","Intra-domain transfer"
1493,"H",0.8294698,1.1136389,"C","Cross-domain transfer"
1498,"T",0.5804118,0.8663714,"C","Cross-domain transfer"
1505,"T",0.6499253,0.9346572,"C","Cross-domain transfer"
1516,"C",0.88196343,1.4379462,"C","Intra-domain transfer"
1524,"C",0.8378413,1.1956702,"C","Intra-domain transfer"
1526,"T",0.5550426,1.047678,"C","Cross-domain transfer"
1529,"W",0.71118724,0.8407642,"C","Cross-domain transfer"
1547,"C",0.7165175,0.96532744,"C","Intra-domain transfer"
1567,"H",0.70055956,1.1325041,"C","Cross-domain transfer"
1573,"F",0.89639294,1.6003011,"C","Cross-domain transfer"
1576,"F",0.7754641,1.1289223,"C","Cross-domain transfer"
1582,"T",0.8211924,1.1968247,"C","Cross-domain transfer"
1594,"C",0.73689866,1.0471947,"C","Intra-domain transfer"
1596,"W",0.60604554,0.76541513,"C","Cross-domain transfer"
1613,"F",0.78963286,1.2553077,"C","Cross-domain transfer"
1616,"H",0.5992388,0.7526659,"C","Cross-domain transfer"
1618,"T",0.6754425,0.99754095,"C","Cross-domain transfer"
1623,"C",0.70475423,1.0812924,"C","Intra-domain transfer"
1632,"C",0.65178776,0.98996747,"C","Intra-domain transfer"
1640,"C",0.6795896,1.1739037,"C","Intra-domain transfer"
1649,"T",0.6041572,0.7988243,"C","Cross-domain transfer"
1652,"C",0.51605093,0.9356791,"C","Intra-domain transfer"
1658,"W",0.68499684,1.0947409,"C","Cross-domain transfer"
1659,"H",0.8386981,0.8662082,"C","Cross-domain transfer"
1676,"C",0.7179761,1.0127677,"C","Intra-domain transfer"
1679,"C",0.74852973,0.9460048,"C","Intra-domain transfer"
1703,"C",0.65454596,1.0104966,"C","Intra-domain transfer"
1706,"C",0.7434178,1.1106904,"C","Intra-domain transfer"
1714,"T",0.7635512,0.97381973,"C","Cross-domain transfer"
1730,"C",0.71015275,0.90875417,"C","Intra-domain transfer"
1735,"T",0.79380286,1.1445961,"C","Cross-domain transfer"
1740,"H",0.7638275,0.97233826,"C","Cross-domain transfer"
1745,"C",0.7912014,1.0508618,"C","Intra-domain transfer"
1756,"T",0.6122604,1.0439848,"C","Cross-domain transfer"
1787,"C",0.8149034,1.3494456,"C","Intra-domain transfer"
1790,"F",0.8155048,1.2186998,"C","Cross-domain transfer"
1815,"C",0.7966993,1.2541463,"C","Intra-domain transfer"
1818,"T",0.5976681,1.0435635,"C","Cross-domain transfer"
1827,"F",0.66503435,0.9406757,"C","Cross-domain transfer"
1831,"C",0.7549655,1.0445907,"C","Intra-domain transfer"
1832,"C",0.75703084,1.0463043,"C","Intra-domain transfer"
1840,"T",0.70113796,0.9230317,"C","Cross-domain transfer"
1853,"H",0.9975863,1.1428062,"C","Cross-domain transfer"
1887,"C",1.0396739,1.4538163,"C","Intra-domain transfer"
1891,"F",0.7669862,1.2365303,"C","Cross-domain transfer"
1893,"C",0.6188335,0.8993257,"C","Intra-domain transfer"
1908,"C",0.77464396,1.0814866,"C","Intra-domain transfer"
1910,"C",0.7241725,1.056334,"C","Intra-domain transfer"
1913,"W",0.59139353,0.8141269,"C","Cross-domain transfer"
1945,"C",0.7288987,1.1275691,"C","Intra-domain transfer"
1958,"C",0.6911009,1.1057606,"C","Intra-domain transfer"
1970,"F",0.67076486,0.97995913,"C","Cross-domain transfer"
1971,"C",0.5577409,0.7745637,"C","Intra-domain transfer"
1984,"C",0.6088094,0.9949759,"C","Intra-domain transfer"
1997,"C",0.7475806,1.3693427,"C","Intra-domain transfer"
2021,"C",0.57465154,1.0203574,"C","Intra-domain transfer"
2027,"C",0.760997,1.0711685,"C","Intra-domain transfer"
2032,"W",0.84151274,1.1005197,"C","Cross-domain transfer"
2054,"C",0.56901133,1.1846036,"C","Intra-domain transfer"
2064,"C",0.8010527,1.132673,"C","Intra-domain transfer"
2097,"C",0.7617612,1.0620351,"C","Intra-domain transfer"
2116,"C",0.52347606,0.75087494,"C","Intra-domain transfer"
2117,"C",0.7533639,1.2926447,"C","Intra-domain transfer"
2124,"H",0.6782163,0.806491,"C","Cross-domain transfer"
2129,"T",0.8195815,1.0141677,"C","Cross-domain transfer"
2162,"C",0.7036618,1.0666169,"C","Intra-domain transfer"
2168,"H",0.7744965,1.1047895,"C","Cross-domain transfer"
2179,"C",0.6660161,1.002977,"C","Intra-domain transfer"
2186,"F",0.6039262,0.9546541,"C","Cross-domain transfer"
2192,"C",0.78655595,1.0688128,"C","Intra-domain transfer"
2199,"F",0.76323915,1.211061,"C","Cross-domain transfer"
2202,"F",0.67516565,0.9265671,"C","Cross-domain transfer"
2203,"F",0.49684793,0.91125613,"C","Cross-domain transfer"
2228,"T",0.62459904,0.849452,"C","Cross-domain transfer"
2253,"T",0.9297498,1.1071783,"C","Cross-domain transfer"
2262,"C",0.67820346,1.2901121,"C","Intra-domain transfer"
2270,"C",0.72255284,0.9927514,"C","Intra-domain transfer"
2271,"H",0.6361889,0.80939317,"C","Cross-domain transfer"
2304,"F",0.66472244,1.2670707,"C","Cross-domain transfer"
2305,"F",0.70607525,1.1977817,"C","Cross-domain transfer"
2317,"T",0.6679476,0.9383644,"C","Cross-domain transfer"
2323,"C",0.7234087,1.0545381,"C","Intra-domain transfer"
2326,"C",0.8871292,1.1003062,"C","Intra-domain transfer"
2330,"C",0.74862283,1.1035374,"C","Intra-domain transfer"
2336,"C",0.77360654,1.2341026,"C","Intra-domain transfer"
2345,"T",0.63754094,0.9497275,"C","Cross-domain transfer"
2351,"C",0.9282061,1.4977947,"C","Intra-domain transfer"
2358,"C",0.66000855,0.9267562,"C","Intra-domain transfer"
2364,"W",0.8246436,1.039069,"C","Cross-domain transfer"
2367,"C",0.78521776,1.0480629,"C","Intra-domain transfer"
2368,"C",0.7168888,1.0690964,"C","Intra-domain transfer"
2395,"H",0.89883155,1.112942,"C","Cross-domain transfer"
2415,"F",0.6668333,1.0525291,"C","Cross-domain transfer"
2418,"C",0.7662303,1.1481134,"C","Intra-domain transfer"
2420,"C",0.6942507,1.0575676,"C","Intra-domain transfer"
2425,"C",0.6293707,0.9472778,"C","Intra-domain transfer"
2436,"C",0.69733495,0.98884517,"C","Intra-domain transfer"
2447,"C",0.8021036,1.2833338,"C","Intra-domain transfer"
2473,"C",0.7119406,1.0672348,"C","Intra-domain transfer"
2477,"C",0.7340686,1.1243211,"C","Intra-domain transfer"
2497,"C",0.8031647,1.414042,"C","Intra-domain transfer"
2511,"F",0.7972016,1.0386568,"C","Cross-domain transfer"
2516,"T",0.4812347,0.97516185,"C","Cross-domain transfer"
2517,"T",0.60673296,1.182403,"C","Cross-domain transfer"
2518,"T",0.61425114,0.886403,"C","Cross-domain transfer"
2559,"H",0.9223772,1.0349035,"C","Cross-domain transfer"
2569,"C",0.85961795,0.9313689,"C","Intra-domain transfer"
2594,"C",0.7210195,1.1183982,"C","Intra-domain transfer"
2595,"C",0.6883441,1.1287267,"C","Intra-domain transfer"
2613,"F",0.6899394,0.99411917,"C","Cross-domain transfer"
2616,"H",0.6952249,1.1517742,"C","Cross-domain transfer"
2627,"C",0.7328742,1.0874141,"C","Intra-domain transfer"
2655,"C",0.827061,1.3121855,"C","Intra-domain transfer"
2663,"C",0.8261175,1.2441713,"C","Intra-domain transfer"
2682,"C",0.9239388,1.0914751,"C","Intra-domain transfer"
2696,"C",0.7929627,1.2164853,"C","Intra-domain transfer"
2709,"C",0.718778,1.090494,"C","Intra-domain transfer"
2731,"C",0.68820304,1.422904,"C","Intra-domain transfer"
2750,"F",0.86183524,1.4756956,"C","Cross-domain transfer"
2798,"C",0.7134174,1.1801594,"C","Intra-domain transfer"
2799,"W",0.79038334,0.9396606,"C","Cross-domain transfer"
2803,"T",0.89442766,1.1062896,"C","Cross-domain transfer"
2812,"W",0.7260365,1.0882034,"C","Cross-domain transfer"
2819,"C",0.7148086,1.1271964,"C","Intra-domain transfer"
2881,"C",1.0458344,1.392431,"C","Intra-domain transfer"
2898,"W",0.76010793,1.2085638,"C","Cross-domain transfer"
2926,"C",0.64202994,1.2324661,"C","Intra-domain transfer"
2927,"W",0.7299985,0.91815305,"C","Cross-domain transfer"
2940,"C",0.8319331,1.4071369,"C","Intra-domain transfer"
2944,"C",0.6705225,1.1856257,"C","Intra-domain transfer"
2946,"C",0.71152455,0.9460539,"C","Intra-domain transfer"
2955,"C",0.71221626,1.0222095,"C","Intra-domain transfer"
2978,"T",0.5611492,0.99503356,"C","Cross-domain transfer"
2985,"C",0.7471941,1.0645031,"C","Intra-domain transfer"
3097,"C",0.82209456,1.0741304,"C","Intra-domain transfer"
3109,"W",0.63122296,0.8713502,"C","Cross-domain transfer"
3133,"F",0.7888743,1.5278553,"C","Cross-domain transfer"
3135,"C",0.7881643,1.1522533,"C","Intra-domain transfer"
3188,"C",0.74717814,0.94186133,"C","Intra-domain transfer"
3200,"W",0.82445884,1.2097747,"C","Cross-domain transfer"
3211,"F",0.56401795,1.1672411,"C","Cross-domain transfer"
3219,"F",0.6831005,1.0906703,"C","Cross-domain transfer"
3231,"C",0.64501536,1.2357582,"C","Intra-domain transfer"
3243,"C",0.749665,1.0695804,"C","Intra-domain transfer"
3281,"C",0.662003,1.1795036,"C","Intra-domain transfer"
3307,"W",0.63637435,0.7622131,"C","Cross-domain transfer"
3365,"C",0.68173355,1.1908398,"C","Intra-domain transfer"
3379,"C",0.6530854,0.9145937,"C","Intra-domain transfer"
3394,"C",0.76567006,0.9541418,"C","Intra-domain transfer"
3397,"T",0.8210614,1.3449318,"C","Cross-domain transfer"
3446,"F",0.6722729,1.8174071,"C","Cross-domain transfer"
3476,"T",0.77307755,1.0873024,"C","Cross-domain transfer"
3478,"W",0.8094357,1.1487852,"C","Cross-domain transfer"
3500,"C",0.8743821,1.1583165,"C","Intra-domain transfer"
3570,"C",0.5910773,1.2680262,"C","Intra-domain transfer"
3587,"C",0.80907726,1.1424221,"C","Intra-domain transfer"
3614,"H",0.7015326,1.1087198,"C","Cross-domain transfer"
4292,"T",0.92148465,1.119538,"C","Cross-domain transfer"
4503,"T",0.62403435,1.0066774,"C","Cross-domain transfer"
5729,"C",0.64027965,1.0978011,"C","Intra-domain transfer"
6048,"T",0.7674262,1.2679214,"C","Cross-domain transfer"
6785,"C",0.57022053,1.0637643,"C","Intra-domain transfer"
7739,"T",0.73673713,1.1841483,"C","Cross-domain transfer"
8089,"T",0.8222996,1.0990028,"C","Cross-domain transfer"
10161,"T",0.65610194,1.0656184,"C","Cross-domain transfer"
100000003,"W",0.99499846,1.114392,"C","Cross-domain transfer"
200000001,"H",1.5009619,1.7064438,"C","Cross-domain transfer"
300000138,"W",0.94260556,1.0910048,"C","Cross-domain transfer"
300000140,"W",1.448284,1.5698496,"C","Cross-domain transfer"
300000223,"F",0.9168886,1.8968203,"C","Cross-domain transfer"
300000250,"F",0.8853368,1.5700333,"C","Cross-domain transfer"
300000274,"F",0.8143636,1.5920247,"C","Cross-domain transfer"
300000311,"F",0.8142476,1.8222708,"C","Cross-domain transfer"
