"model","rmse","nse","r","bias","mae","nmae","phase","LakeID","exper"
"GLM",1.0434979901848,0.302014717559044,0.583733595833317,0.244713497769301,0.838848344839303,0.0331591125839996,"cali",3,"exper3"
"GLM",1.22202810167936,-0.117469707350193,0.471856436823464,0.513339153264753,0.984047294967284,0.0393383292169677,"vali",3,"exper3"
"GLM",1.17105410017126,0.980311245553318,0.990159704296884,-0.0634661711546591,0.869307162391957,0.539689499808974,"cali",12,"exper3"
"GLM",1.43647587157979,0.970570252729259,0.985518118101363,-0.212323335463603,1.0627614882037,0.420369656502142,"vali",12,"exper3"
"GLM",1.88524939575354,0.923532695192114,0.962000286851829,-0.289389670378629,1.42320666905599,0.359343730827651,"cali",13,"exper3"
"GLM",1.88384238895631,0.929800290807324,0.964421582010625,-0.124053664512921,1.41974372679719,0.397364587677035,"vali",13,"exper3"
"GLM",1.06865880318234,0.98226632084278,0.991289353437988,-0.0809839590550884,0.851495999764415,0.240713132126123,"cali",17,"exper3"
"GLM",1.54180720168622,0.965225477003566,0.983749193145451,-0.182328670148345,1.20703464347301,0.30222329204292,"vali",17,"exper3"
"GLM",1.84287946963679,0.916331417540834,0.958017356504711,0.170792757566457,1.41359976909154,0.464945952721896,"cali",18,"exper3"
"GLM",1.77791409247677,0.919441011456354,0.959487121212719,0.0162248303134152,1.37291911198256,Inf,"vali",18,"exper3"
"GLM",1.0680294811539,0.632095914652395,0.87233170409907,-0.0964281832101544,0.854061108993672,0.0323068932835535,"cali",19,"exper3"
"GLM",1.04977194671685,0.592716701626697,0.892078044499224,-0.425097682431416,0.861529292400358,0.0329996553637772,"vali",19,"exper3"
"GLM",0.534490700430645,0.766480142846423,0.889300386893307,-0.0175520049201118,0.397284702018455,0.0149938676643614,"cali",21,"exper3"
"GLM",0.518322943127194,0.652683561559341,0.834056797249185,-0.135913570061871,0.422482652125565,0.0158480966081507,"vali",21,"exper3"
"GLM",0.881802254073387,0.261480432522599,0.551561952645745,-0.0892990415341386,0.703533092391825,0.0258912424401342,"cali",22,"exper3"
"GLM",1.20305049063397,-0.191524868759357,0.394745911285084,0.429135255752855,0.908169066070751,0.0341589787950244,"vali",22,"exper3"
"GLM",2.35604731818124,0.810565637390566,0.905952783529783,0.165889603453447,1.77873325138902,0.410998007309349,"cali",23,"exper3"
"GLM",2.36880307631325,0.818618519181254,0.907080362042649,0.097701802839024,1.7469241916607,Inf,"vali",23,"exper3"
"GLM",1.27178664160667,0.239573760191732,0.699056895894771,-0.670234547721015,1.04910911454095,0.0370585049113423,"cali",24,"exper3"
"GLM",1.44445710403394,0.17669902853033,0.456548599887744,-0.257684030230083,1.10853961535863,0.0401411967013724,"vali",24,"exper3"
"GLM",1.74322607914809,0.885394361171174,0.941540155236989,0.0211075233138225,1.38604487145792,0.436313462597838,"cali",27,"exper3"
"GLM",1.89507460458938,0.854119335154597,0.925673209769885,0.0156645443152255,1.47192942075984,0.807421969983413,"vali",27,"exper3"
"GLM",1.63131428616496,0.90816037381963,0.953873567974088,-0.138054254059633,1.32683881271182,0.31566257777827,"cali",28,"exper3"
"GLM",1.81331753932067,0.89167590668984,0.944944112827488,-0.157788428126782,1.39683694827133,0.35661514339408,"vali",28,"exper3"
"GLM",1.44273248278804,0.94124935519276,0.978245621329695,0.297633233594731,1.13268698903996,0.291723164508965,"cali",29,"exper3"
"GLM",1.59403473693901,0.931039142619288,0.977514399947788,0.484709167620942,1.241245008858,0.368244868624613,"vali",29,"exper3"
"GLM",1.7331001037328,0.956968569821381,0.978391023682094,0.13927831635293,1.39300795200456,0.391697871586991,"cali",33,"exper3"
"GLM",1.50794156533829,0.964392421696944,0.983186804855496,0.340470970780952,1.15772530885099,0.607244692355736,"vali",33,"exper3"
"GLM",0.831019001384709,0.814859756752236,0.924238765152082,0.105816622293705,0.641247519690322,0.0258690135152075,"cali",35,"exper3"
"GLM",0.948381885719358,0.78109088141819,0.924616517441512,0.44482347434591,0.712921737503482,0.0286285474086735,"vali",35,"exper3"
"GLM",1.41457481555837,0.960845974510554,0.981034635469746,0.191876431777312,1.06839158967643,0.238237809382833,"cali",37,"exper3"
"GLM",1.96202416452294,0.929126737217952,0.969611550131027,0.732051524101237,1.47816918546925,0.314580410575266,"vali",37,"exper3"
"GLM",1.87184499018024,0.915093877391651,0.958280872747881,-0.323709993525283,1.42511131011896,0.359378747895739,"cali",39,"exper3"
"GLM",1.87866026457766,0.925934191893961,0.96242674164834,0.0856111733096821,1.4550352432073,0.450581607976652,"vali",39,"exper3"
"GLM",2.10044985745516,0.922208070668136,0.962614524604275,0.461674267230177,1.71561001318375,0.355659426848576,"cali",40,"exper3"
"GLM",2.02634902366033,0.933642581524926,0.970501164367683,0.708539386273708,1.61612567849781,0.51609048378429,"vali",40,"exper3"
"GLM",1.84565926841361,0.879485517651435,0.945650871405147,0.606750967104244,1.40650135338953,0.369222329672749,"cali",41,"exper3"
"GLM",2.06751992692721,0.852694336193475,0.939001925202185,0.888717221910093,1.60193997218054,1.01957705394049,"vali",41,"exper3"
"GLM",0.842824810427565,0.828013647695051,0.927702407009555,-0.196303101836658,0.669490682883341,0.0279814773839545,"cali",42,"exper3"
"GLM",0.749349193404573,0.864716932137897,0.932564032151972,-0.0612164899460181,0.582511314978966,0.0240355208954058,"vali",42,"exper3"
"GLM",1.74230196253022,0.939691293384013,0.975917009052436,0.750237668988056,1.33573368470292,0.511865466995968,"cali",44,"exper3"
"GLM",1.87916978584004,0.932074236508896,0.972986728968179,0.858283471127888,1.45740726351452,0.811442158502982,"vali",44,"exper3"
"GLM",1.52083392953405,0.957415831791376,0.978766985742667,-0.16104998586176,1.19462407419212,0.427437160124545,"cali",47,"exper3"
"GLM",1.38168964747896,0.965038737127752,0.984049187545428,-0.38074130948784,1.05022675137743,0.305509915194244,"vali",47,"exper3"
"GLM",0.979054266507101,0.948288814625029,0.976709559865705,-0.0518680372290848,0.752296866106065,0.031699304434525,"cali",48,"exper3"
"GLM",1.0631254352243,0.942423459272408,0.978149851198813,0.21830022546814,0.782274667081497,0.0326372512121467,"vali",48,"exper3"
"GLM",1.90135835055441,0.611181112525217,0.794395683651246,-0.335668196800582,1.46427890403184,0.602461018041395,"cali",49,"exper3"
"GLM",2.04276223611885,0.656561951518369,0.838122490900388,-0.726337623343194,1.55330583565742,0.613407019098687,"vali",49,"exper3"
