train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec
0.991977,0.3849072,0.019943379,0.27691773,0.027257044,0.98009247,0.55876935,0.032043684,0.411768,0.03785341,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001
