LSWT,projection,Phase,Year,Date,Error,Lake
,11.033607,Calibration,2015,2015-01-01,,exper2_17
,15.75614,Calibration,2015,2015-01-02,,exper2_17
,16.510563,Calibration,2015,2015-01-03,,exper2_17
,16.504839,Calibration,2015,2015-01-04,,exper2_17
,16.406788,Calibration,2015,2015-01-05,,exper2_17
,16.140133,Calibration,2015,2015-01-06,,exper2_17
,15.908104,Calibration,2015,2015-01-07,,exper2_17
,15.555228,Calibration,2015,2015-01-08,,exper2_17
,15.5676365,Calibration,2015,2015-01-09,,exper2_17
,15.827807,Calibration,2015,2015-01-10,,exper2_17
,15.674056,Calibration,2015,2015-01-11,,exper2_17
,15.348942,Calibration,2015,2015-01-12,,exper2_17
,15.144656,Calibration,2015,2015-01-13,,exper2_17
,14.967787,Calibration,2015,2015-01-14,,exper2_17
,14.811752,Calibration,2015,2015-01-15,,exper2_17
,14.778536,Calibration,2015,2015-01-16,,exper2_17
,14.695748,Calibration,2015,2015-01-17,,exper2_17
,14.313301,Calibration,2015,2015-01-18,,exper2_17
,14.253716,Calibration,2015,2015-01-19,,exper2_17
,14.500879,Calibration,2015,2015-01-20,,exper2_17
,14.126265,Calibration,2015,2015-01-21,,exper2_17
,14.081254,Calibration,2015,2015-01-22,,exper2_17
,14.143727,Calibration,2015,2015-01-23,,exper2_17
,14.193852,Calibration,2015,2015-01-24,,exper2_17
,14.380335,Calibration,2015,2015-01-25,,exper2_17
,14.2542515,Calibration,2015,2015-01-26,,exper2_17
,14.091313,Calibration,2015,2015-01-27,,exper2_17
,13.969733,Calibration,2015,2015-01-28,,exper2_17
,13.867022,Calibration,2015,2015-01-29,,exper2_17
,13.801252,Calibration,2015,2015-01-30,,exper2_17
,13.83814,Calibration,2015,2015-01-31,,exper2_17
,13.6604805,Calibration,2015,2015-02-01,,exper2_17
,13.600058,Calibration,2015,2015-02-02,,exper2_17
,13.521308,Calibration,2015,2015-02-03,,exper2_17
,13.478817,Calibration,2015,2015-02-04,,exper2_17
,13.103894,Calibration,2015,2015-02-05,,exper2_17
,13.120257,Calibration,2015,2015-02-06,,exper2_17
,13.186127,Calibration,2015,2015-02-07,,exper2_17
,13.221323,Calibration,2015,2015-02-08,,exper2_17
,13.2452965,Calibration,2015,2015-02-09,,exper2_17
,13.26766,Calibration,2015,2015-02-10,,exper2_17
,13.290411,Calibration,2015,2015-02-11,,exper2_17
,13.311211,Calibration,2015,2015-02-12,,exper2_17
,13.333068,Calibration,2015,2015-02-13,,exper2_17
,13.372636,Calibration,2015,2015-02-14,,exper2_17
,13.695961,Calibration,2015,2015-02-15,,exper2_17
,13.344706,Calibration,2015,2015-02-16,,exper2_17
,13.423399,Calibration,2015,2015-02-17,,exper2_17
,13.335351,Calibration,2015,2015-02-18,,exper2_17
,13.3567,Calibration,2015,2015-02-19,,exper2_17
,13.642821,Calibration,2015,2015-02-20,,exper2_17
,13.593942,Calibration,2015,2015-02-21,,exper2_17
,13.514889,Calibration,2015,2015-02-22,,exper2_17
,13.446588,Calibration,2015,2015-02-23,,exper2_17
,13.398541,Calibration,2015,2015-02-24,,exper2_17
,13.350034,Calibration,2015,2015-02-25,,exper2_17
,13.307864,Calibration,2015,2015-02-26,,exper2_17
,13.272623,Calibration,2015,2015-02-27,,exper2_17
,13.2421875,Calibration,2015,2015-02-28,,exper2_17
,13.000086,Calibration,2015,2015-03-01,,exper2_17
,12.950692,Calibration,2015,2015-03-02,,exper2_17
,13.247791,Calibration,2015,2015-03-03,,exper2_17
,13.258095,Calibration,2015,2015-03-04,,exper2_17
,13.208057,Calibration,2015,2015-03-05,,exper2_17
,13.175893,Calibration,2015,2015-03-06,,exper2_17
,13.384447,Calibration,2015,2015-03-07,,exper2_17
,13.127181,Calibration,2015,2015-03-08,,exper2_17
,13.071775,Calibration,2015,2015-03-09,,exper2_17
,12.950047,Calibration,2015,2015-03-10,,exper2_17
,13.14365,Calibration,2015,2015-03-11,,exper2_17
,13.235103,Calibration,2015,2015-03-12,,exper2_17
,13.307583,Calibration,2015,2015-03-13,,exper2_17
,13.327729,Calibration,2015,2015-03-14,,exper2_17
,13.311722,Calibration,2015,2015-03-15,,exper2_17
,13.258812,Calibration,2015,2015-03-16,,exper2_17
,13.4925375,Calibration,2015,2015-03-17,,exper2_17
,13.536874,Calibration,2015,2015-03-18,,exper2_17
,13.485353,Calibration,2015,2015-03-19,,exper2_17
,13.263193,Calibration,2015,2015-03-20,,exper2_17
,13.31156,Calibration,2015,2015-03-21,,exper2_17
,13.204295,Calibration,2015,2015-03-22,,exper2_17
,14.767456,Calibration,2015,2015-03-23,,exper2_17
,13.468245,Calibration,2015,2015-03-24,,exper2_17
,13.459317,Calibration,2015,2015-03-25,,exper2_17
,13.833433,Calibration,2015,2015-03-26,,exper2_17
,14.952995,Calibration,2015,2015-03-27,,exper2_17
,14.1977005,Calibration,2015,2015-03-28,,exper2_17
,14.59235,Calibration,2015,2015-03-29,,exper2_17
,15.09058,Calibration,2015,2015-03-30,,exper2_17
,14.769066,Calibration,2015,2015-03-31,,exper2_17
,14.569237,Calibration,2015,2015-04-01,,exper2_17
,14.402653,Calibration,2015,2015-04-02,,exper2_17
,14.552944,Calibration,2015,2015-04-03,,exper2_17
,15.23436,Calibration,2015,2015-04-04,,exper2_17
,15.078102,Calibration,2015,2015-04-05,,exper2_17
,14.818518,Calibration,2015,2015-04-06,,exper2_17
,15.162358,Calibration,2015,2015-04-07,,exper2_17
,14.479071,Calibration,2015,2015-04-08,,exper2_17
,16.869843,Calibration,2015,2015-04-09,,exper2_17
,17.494429,Calibration,2015,2015-04-10,,exper2_17
,16.116247,Calibration,2015,2015-04-11,,exper2_17
,17.215214,Calibration,2015,2015-04-12,,exper2_17
,18.36755,Calibration,2015,2015-04-13,,exper2_17
,18.697098,Calibration,2015,2015-04-14,,exper2_17
,18.739052,Calibration,2015,2015-04-15,,exper2_17
,19.10201,Calibration,2015,2015-04-16,,exper2_17
,19.087555,Calibration,2015,2015-04-17,,exper2_17
