train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,lake_id,Model
1.4188830464927649,1.6390355336853775,-0.3099148029529024,-1.010250209962761,1.221835434782592,1.4367526695842263,3.0,MixedTemp
2.6193414842924234,2.3941578419477523,0.8990446335923998,0.9182485583088612,1.9523855300245094,1.7828602491375989,12.0,MixedTemp
3.2322956678788297,3.37308177477112,0.7846200860762681,0.7749391657988839,2.3646966679521846,2.4961136111111175,13.0,MixedTemp
2.7488154466296866,2.795371150588228,0.8826776036714828,0.8856911123176306,2.1028004423831623,2.146947728170684,17.0,MixedTemp
2.133380258585624,2.187361608766641,0.885894552074769,0.8780635266399611,1.6447466440000034,1.6776182100800778,18.0,MixedTemp
1.7681228349911777,1.6869778630913754,-0.09342681987353552,-0.05178126638196634,1.5227183194328406,1.4464348156551128,19.0,MixedTemp
0.7227488114689239,0.6549805634566545,0.5397429389852816,0.4453981774619513,0.5989670629370781,0.5368406312292477,21.0,MixedTemp
1.5395681399196115,1.9407342703162291,-0.9947644845312265,-2.10075571903216,1.2768430708661218,1.6656249999999795,22.0,MixedTemp
4.394546090668715,3.9841576917491888,0.3683374060228537,0.48689285060645615,3.3761057009345827,3.2625186388584013,23.0,MixedTemp
3.1835550365131438,3.6416835617144105,-3.375058668677104,-4.23303613653285,2.913278921568605,3.368969563492041,24.0,MixedTemp
2.447731751099907,2.3891267981604734,0.7510033466357589,0.7681412394031896,1.8601073794096505,1.8116242226148447,27.0,MixedTemp
2.966359981534546,3.0341083357104224,0.7003684670068213,0.6967229805357827,2.2805962514029217,2.3930421105866517,28.0,MixedTemp
1.6159704077960946,1.590722819225547,0.9308496846525343,0.9313254041645681,1.2327954699121022,1.2004451904578661,29.0,MixedTemp
2.5550303285997167,2.4613729328667553,0.8986366316848226,0.9051301409652116,2.032223508924692,1.9332637178841372,33.0,MixedTemp
0.988484060191434,0.9422629886211271,0.7593169501017923,0.7839065450135703,0.8054185544217684,0.7295666771159839,35.0,MixedTemp
2.7021556690581883,2.8906568527194203,0.8592965147302557,0.8461608744373328,2.075025495363586,2.194930937499994,37.0,MixedTemp
4.412535993770724,4.296511417679805,0.5558950977476774,0.6126057190849531,3.112978388914992,3.0045818849840336,39.0,MixedTemp
3.2453417426881708,3.0256296940561507,0.8115195392849115,0.8520576454685913,2.5355802775290956,2.416252533589251,40.0,MixedTemp
3.2962619194544485,3.0986495507830294,0.6161654862471093,0.6691242320430681,2.3285551438385643,2.233506545637928,41.0,MixedTemp
1.2860861764248552,1.322908922363521,0.577884462939801,0.5783667706393658,1.0297671005917122,1.0196202629016506,42.0,MixedTemp
3.906254826426576,4.266983097052937,0.702009035354747,0.64977726902645,2.9569346954023,3.1576483554007004,44.0,MixedTemp
2.4448446184867345,2.422315316170446,0.8803570873967547,0.8925447953709958,1.7965555578619632,1.739100835380834,47.0,MixedTemp
1.4703700672837647,1.3782394763045807,0.8841091582077555,0.903233302656787,1.1969917500758362,1.130940000000005,48.0,MixedTemp
2.1056814762060005,2.0290967802979845,0.5778337868763543,0.6611415750997505,1.5449081434599223,1.5429339591078135,49.0,MixedTemp
2.225494826029484,2.2311713307227232,0.9009251350311234,0.9060355858664734,1.7003719088838258,1.688265569105688,50.0,MixedTemp
3.617593783615166,3.385388698690651,0.705377680290943,0.7704701526362088,2.8933371421778387,2.7675941260744965,53.0,MixedTemp
2.124435556653818,2.2726330575651748,0.8476498475231955,0.8137279630772938,1.5067454754307665,1.6313888718342364,54.0,MixedTemp
1.1118277093676734,1.298318037257224,0.173514466021214,-0.09490045059477836,0.876256040787615,1.0151547113470352,55.0,MixedTemp
5.333710553191392,5.009162878139828,-3.3016472151597114,-2.9271804896179914,3.898356359570663,3.5717096602972402,56.0,MixedTemp
3.3728615019802333,3.5963300300332226,0.7743107417251709,0.7394847617233772,2.427512583106267,2.5588085611038114,57.0,MixedTemp
2.9717632029486243,2.9471269555635238,0.875150631016681,0.8785440807371094,2.275975879593437,2.2233239964237845,61.0,MixedTemp
2.1833277752371725,2.4251203564088692,0.819145133325748,0.7634201340217003,1.6427473068432732,1.8234186062717845,63.0,MixedTemp
1.5164705367036446,1.3962757844157478,0.8337809005893949,0.8482489174030303,1.2670679306930823,1.1598649093183344,65.0,MixedTemp
3.3108760920570055,3.367678697687442,0.5447119133267276,0.5526182264450324,2.405516143939398,2.5052626247848555,68.0,MixedTemp
2.3403063721546298,2.2805759052335515,0.9184507832507804,0.9301892589469243,1.8419338558402059,1.7732624254090439,71.0,MixedTemp
3.9766868203872043,3.698405843168665,0.5001178592269434,0.5647704657916351,2.8849640684931575,2.7823544006568186,72.0,MixedTemp
3.852329943396203,3.677124832162908,0.7543530001312941,0.7902692133433745,2.6421533953997782,2.4744567474489796,75.0,MixedTemp
1.593587263099115,1.7223842118047654,0.9365595427347997,0.9290986596817852,1.2304459526493723,1.3531658313155643,77.0,MixedTemp
1.981637470026344,1.8683982669588648,0.9175886372451968,0.9282381171428203,1.5545959634551392,1.4767354337464158,78.0,MixedTemp
2.2663921620617202,2.170656837690007,0.9285600251597381,0.9407016016871613,1.7083513946830255,1.6722521240517612,79.0,MixedTemp
6.216649766076825,6.456670523943353,0.039640435169868704,-0.013789152705326657,4.624623513689706,4.837971938291145,80.0,MixedTemp
2.2299980883203157,2.1396602412835355,0.9201464359754635,0.934612770054215,1.7271050920245394,1.6550436181163122,87.0,MixedTemp
4.196379342956446,4.162377221095212,0.5834365336050502,0.6029362383277588,3.3673559563862923,3.4456645062179967,88.0,MixedTemp
2.638965350927383,2.671103335759932,0.5499353859730703,0.5664910642714114,2.1409466666666757,2.187407098681226,91.0,MixedTemp
4.254972593316059,4.066287873778631,0.6171601768089869,0.6815606879123803,3.0556677913486086,2.931250363636373,93.0,MixedTemp
1.4391426523963573,1.5722458502780983,0.9394507229003366,0.9270152484484043,1.1321522317118373,1.2326676252545716,95.0,MixedTemp
1.4465448414117899,1.316772885159006,0.8488413105692154,0.878805420556425,1.201339132519622,1.100332859522494,98.0,MixedTemp
4.834839259574308,4.655153069191328,-0.015007410255247322,0.2130126466341773,3.82108357195572,3.713671201885312,100.0,MixedTemp
4.2363442155397255,4.104394891337806,0.6447156135953591,0.6723645590755012,2.9678456813417284,2.846682786697255,102.0,MixedTemp
4.008636414480365,4.052698541293522,0.6946473617224882,0.6849260154623725,2.848036537276646,2.8869771225709995,104.0,MixedTemp
3.368262367795485,3.302003968310476,0.4635598903955538,0.49840181775010184,2.4985849788705443,2.5352272802436997,105.0,MixedTemp
3.454221483843016,3.582222617371822,0.7459846751502903,0.7135510870302462,2.53033596153846,2.5784262311955635,107.0,MixedTemp
2.057298454119165,2.064571171822766,0.9397408938993083,0.9355733126660289,1.561991328077609,1.5560261118690175,109.0,MixedTemp
2.683923955805751,2.837919917014528,0.8642217090250879,0.861692710166158,2.0236049976201915,1.994985800325567,110.0,MixedTemp
3.7739171181767506,2.9329037927129518,0.3250146566467381,0.6542923244917361,2.645857948922593,2.158858947368424,112.0,MixedTemp
3.051154646634428,3.1720691915241286,0.848684873847783,0.8347353298228066,2.3140694594594686,2.4134078663366427,113.0,MixedTemp
1.5140190288019377,1.4577426671161826,0.7981031779813043,0.7931719475057646,1.1718686306439592,1.1020029604709742,114.0,MixedTemp
2.666049368551406,2.437184356417243,0.8201742535240248,0.842918979765666,1.9218537814313459,1.7844815921483175,118.0,MixedTemp
2.444439036356678,2.347030045305615,0.9098135089459994,0.920356861207931,2.059970251798575,1.9162055380059353,122.0,MixedTemp
2.991114911394388,3.048825855624445,0.5642127019851557,0.5230467257618143,2.275366459790212,2.3505263608870983,124.0,MixedTemp
4.654243070630705,4.660252462478579,-0.42223782537936927,-0.3243907200989835,3.4955000199999984,3.4973608324324315,126.0,MixedTemp
3.330992915643433,3.3894318657347546,0.6907724517491337,0.6840364807553445,2.511524229747675,2.630999524922116,127.0,MixedTemp
2.7954607419595723,2.7301173754210097,0.5404863461038574,0.509746892581973,2.072025776965271,2.0901323491379373,128.0,MixedTemp
2.6718482342810095,2.5384256722402028,0.00011418918846806125,0.0684494247997609,2.3639119178768344,2.258790913770933,129.0,MixedTemp
3.414495623556267,3.69177036207508,0.7697245798971636,0.7255030029303422,2.5386825487559017,2.6937651912123854,130.0,MixedTemp
1.6616880610736855,1.6184444464568424,0.883562986271245,0.8958882378535957,1.261342948784269,1.2361656426155523,132.0,MixedTemp
1.325315206272995,1.3779514245999243,0.9612747308802341,0.9602290326153757,1.079978759689918,1.0914275020308593,135.0,MixedTemp
2.937772247817949,3.030664755256042,0.7527300907942774,0.7530410984669477,2.204727026850034,2.1890862935507776,136.0,MixedTemp
