LakeID,Hylak_id,Division,Name,Lat_centre,Lon_centre,Lake_area,Shore_len,Shore_dev,Vol_total,Depth_avg,Dis_avg,Res_time,Elevation,Wshd_area
exper1_01,13387,Europe,WindermereSouthBasin,54.3163,-2.9511,12.57,44.98,3.58,195.37,15.5,8.335,271.3,40,244.3
exper1_02,163604,Europe,Feeagh,53.95,-9.58,3.81,12.23,1.77,35.89,9.4,3.676,113,9,83.2
exper1_03,1361,Asia,Kasumigaura,36.0357,140.4037,168.26,127.03,2.76,1182.9,7,26.657,513.6,0,1425.2
