train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec
0.98566383,0.6564182,0.02736528,0.46428382,0.36627617,0.9499652,1.209496,0.05845326,0.87207514,0.09016749,400.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001
