train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec
0.98117936,1.1529381,0.0331575,0.8541904,0.1818407,0.98117936,1.1529381,0.0331575,0.8541904,0.1818407,400.0,128.0,0.005,48.0,2.0,32.0,12.0,0.0
