train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec
0.9923844,0.45069546,0.022960994,0.33158705,0.033582106,0.9735234,0.81539536,0.042117387,0.6266581,0.06583483,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01
