"Observed","Predicted","Error","phase","Model","absError","lake_id","reduce_Error","Phase"
17.259417,17.717491,0.0130964856366622,"train","local-PIDL",0.458074,"WindermereSouthBasin",0.0653669999999984,"Calibration"
17.238459,17.76098,0.0149294384141592,"train","local-PIDL",0.522521000000001,"WindermereSouthBasin",0.209980999999999,"Calibration"
17.379375,17.891745,0.0145265915810564,"train","local-PIDL",0.512370000000001,"WindermereSouthBasin",0.103429999999999,"Calibration"
17.187626,17.742432,0.0158833335790549,"train","local-PIDL",0.554805999999999,"WindermereSouthBasin",0.313614000000001,"Calibration"
16.887333,17.592867,0.020462003849525,"train","local-PIDL",0.705533999999997,"WindermereSouthBasin",0.693828999999997,"Calibration"
16.789125,17.561298,0.0224792838674445,"train","local-PIDL",0.772173000000002,"WindermereSouthBasin",0.703952000000001,"Calibration"
16.590876,17.114256,0.0155282075983991,"train","local-PIDL",0.52338,"WindermereSouthBasin",0.515364000000002,"Calibration"
16.677917,17.180086,0.0148316085344519,"train","local-PIDL",0.502168999999999,"WindermereSouthBasin",0.378666999999997,"Calibration"
16.550041,17.372593,0.0242478730946971,"train","local-PIDL",0.822551999999998,"WindermereSouthBasin",0.607417999999999,"Calibration"
16.438417,17.409758,0.0286969734126623,"train","local-PIDL",0.971340999999999,"WindermereSouthBasin",0.962402999999998,"Calibration"
16.48129,17.299503,0.0242212336890378,"train","local-PIDL",0.818213,"WindermereSouthBasin",0.69379,"Calibration"
16.613916,17.509808,0.026254203380658,"train","local-PIDL",0.895892,"WindermereSouthBasin",0.882579,"Calibration"
16.564875,17.238262,0.0199208591480958,"train","local-PIDL",0.673386999999998,"WindermereSouthBasin",0.554115999999997,"Calibration"
