"model","rmse","nse","r","bias","mae","nmae","phase","LakeID"
"GLM",1.44817815220139,0.969794377563488,0.990399045531894,-0.175953542270253,1.16389492775649,0.111431656788558,"cali","Kasumigaura"
"GLM",1.80394613844161,0.94953976452504,0.988637258702348,1.00346812287396,1.44925513953874,0.0983259628425084,"vali","Kasumigaura"
