train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,method,exper,lake_id,seed
0.9974631,0.42920566,0.016670698,0.32560325,0.07398633,0.95056605,1.9171937,0.07466482,1.3108879,0.30789396,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,PIDL,exper2,exper2_01,100
0.9708634,0.96092063,0.03857012,0.68742824,0.03884763,0.9528973,1.9295379,0.0656838,1.447589,0.8367746,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,PIDL,exper2,exper2_02,100
0.99160933,0.50188625,0.021355579,0.37580335,0.042823598,0.98051244,0.75511414,0.034410894,0.5691321,0.05684106,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,PIDL,exper2,exper2_03,100
0.9736001,1.0372391,0.040203065,0.7081153,0.31204307,0.835552,2.3402126,0.10494227,2.029916,0.30419844,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,PIDL,exper2,exper2_04,100
0.98930675,0.7895333,0.029285362,0.6020085,0.08857617,0.9350817,1.8604276,0.07219355,1.1876173,0.110683486,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.1,PIDL,exper2,exper2_05,100
0.98733234,0.66037786,0.030525355,0.47641,0.12357898,0.98583776,0.72258943,0.036035627,0.54761165,0.14424373,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.1,PIDL,exper2,exper2_06,100
0.9747687,0.6997711,0.041642558,0.5277096,0.033536345,0.96830386,0.8145036,0.04785802,0.618456,0.03804316,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,PIDL,exper2,exper2_07,100
0.9801349,0.61622626,0.038845696,0.4685976,0.0315015,0.9364398,1.0718291,0.061687637,0.77951324,0.04694033,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,PIDL,exper2,exper2_08,100
0.9936545,0.43476123,0.023007443,0.32777026,0.04988777,0.89960873,1.5973929,0.075200304,1.2587727,0.21026815,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,PIDL,exper2,exper2_09,100
0.98573357,0.8602061,0.031224586,0.6287101,0.94388413,0.94538015,1.3077371,0.05396291,0.91398346,0.06377795,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,PIDL,exper2,exper2_10,100
0.9776563,0.7782909,0.031114213,0.589567,0.041945796,0.93626577,1.3634063,0.056358434,1.1179427,0.06675429,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,PIDL,exper2,exper2_11,100
0.98429745,0.7014629,0.03523169,0.53565335,0.0411052,0.96431917,1.0632764,0.05566892,0.76581526,0.05911633,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.1,PIDL,exper2,exper2_12,100
0.99566656,0.37325507,0.018784856,0.2797865,0.023445822,0.9815238,0.75515604,0.040863425,0.54417783,0.04080724,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,PIDL,exper2,exper2_13,100
