rmse,nse,r,bias,mae,nmae,par_id
5.15834278616294,-0.440943915795848,0.972406151112485,-5.0115515840427,5.0115515840427,0.562207288369543,p001
7.19020143570837,-1.79968257845655,0.948058659170088,-7.00279405737247,7.00279405737247,0.704643204319552,p002
NA,NA,NA,NA,NA,NA,p003
4.83742299891313,-0.267228145276591,0.921260958663263,-1.20577743949127,4.35691515468343,0.488896027917723,p004
6.78761092002211,-1.49494260497322,0.948622866809545,-6.64955003837526,6.64955003837526,0.691061431149895,p005
NA,NA,NA,NA,NA,NA,p006
3.56918733988349,0.310133005086005,0.964964162183662,2.72858945771569,2.73623445623941,0.228284780298389,p007
NA,NA,NA,NA,NA,NA,p008
3.25048747100201,0.427831858201775,0.978171814784434,2.84220368399715,2.84263358395536,0.265357251749969,p009
7.74318433378948,-2.24687729555267,0.933325525211091,7.17843546759286,7.17843546759286,0.715997721559987,p010
NA,NA,NA,NA,NA,NA,p011
1.11622694336449,0.932526741761079,0.981397624684932,-0.728319121461745,0.805015702855449,0.0748745219950275,p012
1.36760134102094,0.898714863927282,0.986411761094078,-0.072649678930417,1.12817833669864,0.126731499307751,p013
NA,NA,NA,NA,NA,NA,p014
1.92773541458665,0.798756652997659,0.985632313250783,-1.38856720692415,1.6165000093822,0.213411743385846,p015
3.40548953722333,0.371962204366176,0.969899523583976,-3.23833056997609,3.23833056997609,0.341751905186964,p016
NA,NA,NA,NA,NA,NA,p017
2.31995693763603,0.708534921786413,0.981310265272007,-0.995179329669141,2.0435014662333,0.25811426131679,p018
7.81097237089628,-2.30397599397397,0.880981840056113,-7.54104134918056,7.54104134918056,0.758857361172644,p019
1.59955757526582,0.861443650132519,0.98544546918538,-1.38125103012051,1.40434811538132,0.161696036074727,p020
8.86614639594702,-3.25692967793459,0.924855022598128,8.25387427485412,8.25387427485412,0.824060967208882,p021
3.6214187231806,0.289794281016277,0.966726236519007,2.98188875440459,2.98223601997432,0.267297911306371,p022
4.59111865057791,-0.141467926888009,0.946299347838525,3.02954473558761,3.38633166145001,0.268833291039951,p023
NA,NA,NA,NA,NA,NA,p024
3.12855712112279,0.469952418340615,0.987965848776513,2.99006910935501,2.99177308434102,0.306452792538422,p025
7.58914973123038,-2.11898239001423,0.943580892721716,6.80996752179233,6.80996752179233,0.641912261225082,p026
3.53854200384817,0.321928657041515,0.974288841615513,3.25853706822171,3.25899243647237,0.329115618398743,p027
3.75531638706411,0.236305356150842,0.985551014334269,3.63777972188125,3.63777972188125,0.383400561509527,p028
5.87086078735356,-0.866509671206231,0.957318164834903,-5.72970050708697,5.72970050708697,0.615511128656905,p029
3.04608614124017,0.497528953978314,0.973760727843561,-2.18108412988231,2.655105705923,0.338703367216147,p030
5.91734900395958,-0.896186495279321,0.966449813495744,-5.80815645083599,5.80815645083599,0.610005879446531,p031
4.83741727849761,-0.267225148198494,0.97715385675163,-4.66994589632081,4.67100367891016,0.534608244879461,p032
8.49606839460343,-2.90897308115145,0.926618545358044,7.53901942790393,7.53901942790393,0.708856661089327,p033
4.96788725059108,-0.336503625849487,0.969709060325678,4.77305558707169,4.77305558707169,0.503434359341116,p034
3.67977307260552,0.266721833398948,0.948194194668272,-1.02226982442422,3.30405962659172,0.382198623356407,p035
NA,NA,NA,NA,NA,NA,p036
8.01850364875716,-2.48187633451942,0.930237385442357,-7.76961042296752,7.76961042296752,0.76865005313982,p037
6.10119460352704,-1.01584174646387,0.946498037725291,5.23072242277731,5.23072242277731,0.476026769162798,p038
4.84353289112542,-0.270431304077711,0.977928713868847,-4.74606125857851,4.74606125857851,0.525156098246395,p039
2.9232562310746,0.537235060446148,0.963712675725303,0.156117019849286,2.5023133623256,0.267896860856275,p040
6.13173444929349,-1.03607305514095,0.9573981317284,5.89926009376505,5.89926009376505,0.622727403965009,p041
1.55860426528789,0.868447713559087,0.98407017138289,1.1768911800241,1.19440993172646,0.110210937545039,p042
8.50932544235411,-2.92118152176443,0.937567999730026,7.91586216855415,7.91586216855415,0.78099692921706,p043
2.6061511240167,0.632188019271869,0.981959388220724,1.88743351579162,1.99564090452446,0.159677951192614,p044
4.39741976423024,-0.0471828667181304,0.98129431599807,-4.2543956681496,4.25497641369717,0.488452905537056,p045
4.89189296152118,-0.29592709903214,0.958736501076853,-4.60756668040381,4.60756668040381,0.529275797707842,p046
3.0719700054622,0.488953260468322,0.983510991299368,-2.5373333516068,2.70729565539841,0.349905527227544,p047
1.33772223633304,0.903092236146352,0.984517316630437,0.520585197361928,0.985488747193129,0.0860126655484753,p048
5.02748933120567,-0.368765326825972,0.945309563596758,3.88559628381323,3.88723585135252,0.327945923398251,p049
4.64934764146048,-0.170605933052154,0.953620186844507,-4.45868802792699,4.45868802792699,0.464312272344849,p050
NA,NA,NA,NA,NA,NA,p051
2.65435611003198,0.61845562502198,0.985280392707726,-1.96123325487485,2.25849780141016,0.301840563453876,p052
2.11619518564631,0.757485268980422,0.988020455778325,2.00607943400224,2.01999493091874,0.222419129419083,p053
4.38578380023448,-0.0416483207738974,0.967451632048071,3.59321351910242,3.59489142997387,0.309608897443282,p054
2.2424246500976,0.727690747788814,0.986642548266616,2.05533396477351,2.07194088417494,0.209285634430483,p055
6.52894873525493,-1.30841132928248,0.903048782037669,-6.21798243937003,6.21826803318805,0.659418816534006,p056
4.98538583780151,-0.345935447636721,0.959535004826327,4.63409048395475,4.63409048395475,0.470916383549085,p057
5.7543747758072,-0.793176204305964,0.95296839201968,-5.54601546852978,5.5475512162402,0.609219124066115,p058
4.82223031795039,-0.259280789819782,0.956859691565886,4.44354598803467,4.44354598803467,0.449997142924032,p059
2.65014959291554,0.619663979236087,0.982790911882995,-2.21322160779215,2.34025351753665,0.295856503533444,p060
2.4270038254184,0.681016953404503,0.974728124036428,0.912340126580143,1.93889625007852,0.177276818629603,p061
3.68627481137152,0.264128306637754,0.960799583628709,-1.80580047206482,3.1437834507059,0.396650362159428,p062
1.94004311019915,0.796178759182145,0.981695262989263,1.72437223351298,1.73170065282606,0.186356371633688,p063
4.30107637409469,-0.00179991081278197,0.96354625936975,3.75572003442204,3.75572003442204,0.353117386959077,p064
3.37801112474943,0.382056410983496,0.980291322685553,-3.24771226964137,3.24792499932887,0.367889695663994,p065
1.04892055609519,0.940418439587483,0.990841410516357,-0.515798484140724,0.88972951109404,0.109079456149191,p066
3.49005952245845,0.340382228964596,0.965316923762229,2.23864504241377,2.51623245085704,0.195772078831587,p067
3.38679809883288,0.378837406520206,0.983396197624767,-2.87536054239532,2.99782432285505,0.386499265010125,p068
5.41506165052248,-0.587937813991747,0.965500322866201,-5.24702311464993,5.24702311464993,0.585289177842409,p069
4.87293662020396,-0.285902988011816,0.98272569982338,4.71818059843161,4.71818059843161,0.487695756536705,p070
1.72336975363318,0.839163870642907,0.988070059567403,-1.12197338989023,1.49339012620665,0.193620176360941,p071
3.09056926703172,0.482746255656938,0.982797774081029,-2.4231044155964,2.68058574166421,0.353156818988938,p072
4.45410735686691,-0.0743555732522969,0.970792717582222,3.98309014432445,3.98309014432445,0.376315557655184,p073
4.95639774810824,-0.330328765631434,0.975155307979392,-4.79068452230862,4.79235274859389,0.544893340085765,p074
2.70498062259254,0.603763027580913,0.980960385928226,-1.75962340053093,2.29239031221414,0.304005171551279,p075
4.79526296999353,-0.245235625949123,0.964787469558634,4.20765788432421,4.20765788432421,0.39126961279014,p076
4.52576096101669,-0.109200109454624,0.973318259418724,4.34965494054767,4.34965494054767,0.460688778541255,p077
8.64051656319629,-3.04302190205707,0.92438678709491,7.99001210370257,7.99001210370257,0.792042851657884,p078
1.08849457553309,0.935837804216749,0.976263536295217,-0.547361450006625,0.758625682995746,0.0825605587454346,p079
2.81964629638078,0.569457582165379,0.977420162879594,1.97070373871336,2.04474906339342,0.159505352142586,p080
2.97278003453061,0.521422550291304,0.979449893954525,-2.84109956894658,2.84109956894658,0.312735949364659,p081
1.04193638903881,0.941209237689878,0.985197113485921,0.71422109118915,0.911292511796285,0.107840324770574,p082
2.44761396841783,0.675576335148597,0.984720565718912,-2.18462352325827,2.2019047239086,0.270166631768748,p083
4.94789798833228,-0.325769898537732,0.946442143805305,4.34949258714143,4.34949258714143,0.420525591801805,p084
1.02605421084601,0.942987866425882,0.987428222687454,0.759349959831954,0.842903424131604,0.0925322386137659,p085
3.53900741488996,0.321750276994909,0.973582976493988,1.93469353141185,2.74783346190909,0.234622077286012,p086
3.59101746515856,0.301668367809439,0.965804127975275,-2.72660145295279,3.06451939380964,0.391091129611512,p087
NA,NA,NA,NA,NA,NA,p088
5.42369851060664,-0.59300727947572,0.945063023296455,4.44150858255628,4.44153521424872,0.392439160566791,p089
1.92052641207334,0.800258986906129,0.985132838001521,-1.54080230642304,1.62478620457387,0.209185199619994,p090
NA,NA,NA,NA,NA,NA,p091
4.23433274974742,0.0290504898682898,0.974904639635874,-3.7374174577735,3.82197060088043,0.47528290978525,p092
3.69040967655015,0.26247653790114,0.967196186597279,1.67835671773269,2.98674897178904,0.270560371666375,p093
1.23962835830905,0.916783454075497,0.983329470385515,-0.962254966495908,0.986293575856723,0.102548113205205,p094
3.58973155533955,0.302168410335148,0.974900390653431,3.4262371062389,3.42683834223496,0.370083717827892,p095
3.31262768702889,0.4057462449302,0.978640995195043,-2.4222620793347,2.83107393230673,0.373007062904211,p096
2.41710239153085,0.683614350971038,0.975999166319464,-1.13131016769737,2.12242907973145,0.264756740441348,p097
1.84581015110646,0.81549814366953,0.981621178167819,1.16341594975926,1.28110072958202,0.102586712429667,p098
5.47788284346482,-0.624995487419213,0.973680888684358,-5.38215421589664,5.38250110682497,0.586238112523808,p099
4.20104478789978,0.0442566097415519,0.96767605467629,3.96406721366157,3.96418471139631,0.416294230453367,p100
