train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,model_idx
0.97075605,0.7348604,0.03807567,0.5840881,0.05833883,0.97075605,0.7348604,0.03807567,0.5840881,0.05833883,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.1,0
0.98453915,0.53432226,0.027685093,0.3950223,0.038839526,0.98453915,0.53432226,0.027685093,0.3950223,0.038839526,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,1
0.9854204,0.518871,0.02688451,0.37382185,0.036625326,0.9854204,0.518871,0.02688451,0.37382185,0.036625326,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,2
