train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,model_idx
0.9338008,1.1247361,0.061152793,0.9374982,0.078400776,0.9338008,1.1247361,0.061152793,0.9374982,0.078400776,400.0,128.0,0.005,48.0,2.0,32.0,12.0,0.1,0
0.975134,0.68933004,0.037479423,0.5349185,0.052430563,0.975134,0.68933004,0.037479423,0.5349185,0.052430563,400.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,1
0.985993,0.51736426,0.028129507,0.36782986,0.034757286,0.985993,0.51736426,0.028129507,0.36782986,0.034757286,400.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,2
