train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,model_idx
0.98208874,1.1092414,0.031900823,0.8126173,0.1970971,0.98208874,1.1092414,0.031900823,0.8126173,0.1970971,400.0,128.0,0.005,48.0,2.0,32.0,12.0,0.0,0
