train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec
0.9838455,1.0590703,0.037291206,0.83716625,0.07393747,0.96533036,1.4952836,0.050346248,1.1677518,0.0875031,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.0
